id	name	source_domain	primary_field	current_horizon	legacy_ordering_day	relative_chance	requires_all	requires_any	learning_route_count	learning_route_foundations	reference_transformation	role	review_status	presentation_tier	stack_gaps	chronology_risk	review_note
litter_bearer_drill	Litter Bearer Drill	security	D20		0	0.002			1	"[{""id"":""local"",""requires_all"":[""wound_cleaning"",""cordage""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
live_cell_time_lapse	Live Cell Time Lapse		D15		0	0.002			1	"[{""id"":""local"",""requires_all"":[""cell_culture_methods"",""microscopic_cell_observation""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
logarithms	Logarithms	knowledge	D12		32000	0.002			1	"[{""id"":""local"",""requires_all"":[""ratio_proportion"",""symbolic_algebra"",""ratio_proportion"",""symbolic_algebra""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
lost_foam_casting	Lost-Foam Casting		D06	H05	0	0.002			1	"[{""id"":""local"",""requires_all"":[""polymer_foam_cell_control"",""metal_casting_feed_design""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
lubrication_regimes	Lubrication Regimes	knowledge	D06		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""bearing_surfaces"",""friction_measurement"",""bearing_surfaces"",""friction_measurement""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
machine_condition_monitoring	Machine-Condition Monitoring		D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""mechanical_oscillation"",""statistical_sampling""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
machine_tool_stiffness_assessment	Machine-Tool Stiffness Assessment		D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""stress_strain_relations"",""dimensional_metrology""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
machine_way_scraping	Machine-Way Scraping	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""straightedge_scraping"",""bearing_surfaces""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mail_armor_fabrication	Mail-Armor Fabrication		D20		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""wire_drawing"",""hardened_edges""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
managed_fallow	Managed Fallow	nutrition	D01		900	0.0035			1	"[{""id"":""local"",""requires_all"":[""crop_calendars""],""requires_any"":[],""progress_multiplier"":1.0}]"	T04	anchor	keep	program_report		none	Represents a land-management consequence after calendars exist.
manual_switchboards	Manual Switchboards		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""telephone_circuits"",""material_accounting""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
masonry_arch_centering	Masonry Arch Centering		D08		0	0.002		"[[""joinery"",""rammed_earth_construction""]]"	1	"[{""id"":""local"",""requires_all"":[""standard_measures""],""requires_any"":[[""joinery"",""rammed_earth_construction""]],""progress_multiplier"":1.0}]"			unreviewed				pending
masonry_bond_patterns	Masonry Bond Patterns		D08		0	0.002			1	"[{""id"":""local"",""requires_all"":[""lime_mortar"",""stone_sorting""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
masonry_buttressing	Masonry Buttressing		D08		0	0.002			1	"[{""id"":""local"",""requires_all"":[""lime_mortar"",""structural_load_testing""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
masonry_moisture_management	Masonry Moisture Management		D08		0	0.002			1	"[{""id"":""local"",""requires_all"":[""lime_mortar"",""drainage""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
masonry_repointing	Masonry Repointing		D08		0	0.002			1	"[{""id"":""local"",""requires_all"":[""mortar_compatibility_assessment""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mass_seed_selection	Mass Seed Selection	nutrition	D01		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""seed_reserves"",""crop_calendars""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mast_making	Mast Making	movement	D10		0	0.002			1	"[{""id"":""local"",""requires_all"":[""joinery"",""rope_laying""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
matched_thread_inspection	Matched Thread Inspection	production	D06		0	0.002			2	"[{""id"":""cut_threads"",""requires_all"":[""external_thread_cutting"",""thread_pitch_gauging"",""internal_thread_tapping""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""rolled_threads"",""requires_all"":[""bolt_thread_rolling"",""thread_pitch_gauging"",""internal_thread_tapping""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
matchlock_drill	Matchlock Arms and Drill	security	D20		5000	0.001			1	"[{""id"":""local"",""requires_all"":[""black_powder"",""precision_machinery""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
material_accounting	Material Accounting	knowledge	D17		1200	0.0038			1	"[{""id"":""local"",""requires_all"":[""tallies""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
material_phase_diagrams	Material Phase Diagrams		D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""crystallography"",""precision_thermometry""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
maternal_recovery	Maternal Recovery Care	demography	D14		1100	0.005			1	"[{""id"":""local"",""requires_all"":[""birth_attendants"",""shared_childcare""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
matrix_algebra	Matrix Algebra	knowledge	D12		51000	0.002			1	"[{""id"":""local"",""requires_all"":[""symbolic_algebra"",""place_value"",""symbolic_algebra"",""place_value""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
measured_kinematics	Measured Kinematics	knowledge	D12		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""standard_measures"",""tallies"",""standard_measures"",""tallies""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
measurement_uncertainty	Measurement Uncertainty	knowledge	D12		48000	0.002			1	"[{""id"":""local"",""requires_all"":[""probability_theory"",""standard_measures"",""probability_theory"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mechanical_clutches	Mechanical Clutches		D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""friction_measurement"",""bearing_surfaces""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mechanical_oscillation	Mechanical Oscillation	knowledge	D12		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""elastic_deformation"",""measured_kinematics"",""elastic_deformation"",""measured_kinematics""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mechanical_refrigeration	Mechanical Refrigeration	infrastructure	D08		76000	0.002			2	"[{""id"":""local"",""requires_all"":[""heat_engine_cycles"",""pressure_vessels"",""electric_motors""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""mathematical:local"",""requires_all"":[""heat_engine_cycles"",""pressure_vessels"",""electric_motors"",""constrained_optimization""],""requires_any"":[],""progress_multiplier"":1.2}]"			unreviewed				pending
mechanical_screw_presses	Mechanical Screw Presses		D06		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""gear_ratios"",""joinery""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mechanical_washing_machines	Mechanical Washing Machines		D07		0	0.002			1	"[{""id"":""local"",""requires_all"":[""textile_laundering_practice"",""crank_linkages"",""electric_motors""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mechanical_work_energy	Mechanical Work and Energy	knowledge	D12		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""lever_moments"",""measured_kinematics"",""lever_moments"",""measured_kinematics""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mechanized_crew_school	Mechanized Crew School	security	D20		74000	0.002			1	"[{""id"":""local"",""requires_all"":[""armored_vehicles"",""workshop_standards"",""military_staffs""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
medical_resupply_packing	Medical Resupply Packing	security	D20		0	0.002			1	"[{""id"":""local"",""requires_all"":[""field_aid_stations"",""material_accounting""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
memory_address_decoding	Memory Address Decoding	production	D21		0	0.0025		"[[""relay_logic"",""diode_logic""]]"	1	"[{""id"":""local"",""requires_all"":[],""requires_any"":[[""relay_logic"",""diode_logic""]],""progress_multiplier"":1.0}]"			unreviewed				pending
message_framing	Message Framing		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""agreed_signal_codes"",""binary_adders""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
metal_annealing_control	Metal Annealing Control		D04		0	0.002		"[[""precision_thermometry"",""kiln_control""]]"	1	"[{""id"":""local"",""requires_all"":[""hardened_edges""],""requires_any"":[[""precision_thermometry"",""kiln_control""]],""progress_multiplier"":1.0}]"			unreviewed				pending
metal_casting_feed_design	Metal Casting Feed Design		D04		0	0.002		"[[""flow_continuity"",""experimental_controls""]]"	1	"[{""id"":""local"",""requires_all"":[""copper_casting""],""requires_any"":[[""flow_continuity"",""experimental_controls""]],""progress_multiplier"":1.0}]"			unreviewed				pending
metal_fracture_toughness_testing	Metal Fracture Toughness Testing		D04		0	0.002		"[[""cyclic_fatigue"",""structural_load_testing""]]"	1	"[{""id"":""local"",""requires_all"":[""stress_strain_relations""],""requires_any"":[[""cyclic_fatigue"",""structural_load_testing""]],""progress_multiplier"":1.0}]"			unreviewed				pending
metal_grain_size_measurement	Metal Grain Size Measurement		D04		0	0.002		"[[""material_phase_diagrams"",""experimental_controls""]]"	1	"[{""id"":""local"",""requires_all"":[""compound_microscopy""],""requires_any"":[[""material_phase_diagrams"",""experimental_controls""]],""progress_multiplier"":1.0}]"			unreviewed				pending
metal_spinning_forming	Metal Spinning Forming		D06	H04	0	0.002			1	"[{""id"":""local"",""requires_all"":[""centre_lathe_assembly"",""sheet_steel_rolling""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
metal_type_casting	Metal-Type Casting		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""copper_casting"",""dimensional_metrology""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
metallic_cartridges	Metallic Cartridges	security	D20		42000	0.001			1	"[{""id"":""local"",""requires_all"":[""rifled_barrels""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
metallurgical_mass_balances	Metallurgical Mass Balances		D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""material_accounting"",""ore_assaying""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mezzotint_printmaking	Mezzotint Printmaking	production	D19		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""copperplate_preparation"",""printing_process""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
microbial_growth_measurement	Microbial Growth Measurement		D15		0	0.002			1	"[{""id"":""local"",""requires_all"":[""microbial_isolation_methods"",""statistical_sampling""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
microbial_isolation_methods	Microbial Isolation Methods		D15		0	0.002			1	"[{""id"":""local"",""requires_all"":[""microbial_observation"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
microbial_observation	Microbial Observation		D15		0	0.002		"[[""fermentation_control"",""clean_water""]]"	1	"[{""id"":""local"",""requires_all"":[""compound_microscopy""],""requires_any"":[[""fermentation_control"",""clean_water""]],""progress_multiplier"":1.0}]"			unreviewed				pending
microinstruction_sequencing	Microinstruction Sequencing	knowledge	D21		0	0.002			1	"[{""id"":""local"",""requires_all"":[""program_counters"",""conditional_branch_circuits""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
microprogrammed_machine_control	Microprogrammed Machine Control	knowledge	D21		0	0.002			1	"[{""id"":""local"",""requires_all"":[""diode_control_stores"",""microinstruction_sequencing"",""arithmetic_logic_units"",""stored_program_control""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
microscopic_cell_observation	Microscopic Cell Observation		D15		0	0.002			1	"[{""id"":""local"",""requires_all"":[""compound_microscopy"",""specimen_slide_mounting""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
military_staffs	Military Staff Planning	security	D20		28500	0.001			1	"[{""id"":""local"",""requires_all"":[""professional_corps"",""regional_maps"",""formal_archives""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
milling_cutter_relief	Milling Cutter Relief	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""toolbit_heat_treatment"",""centre_lathe_assembly""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
milling_spindle_heads	Milling Spindle Heads	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""centre_lathe_assembly"",""column_drilling_machines"",""gear_ratios""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
milling_table_feeds	Milling Table Feeds	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""cross_slide_assembly"",""machine_way_scraping""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mine_airways	Mine Airways	infrastructure	D08		12000	0.0022			1	"[{""id"":""local"",""requires_all"":[""mine_shoring"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mine_drainage	Mine Drainage	infrastructure	D08		13000	0.0021			2	"[{""id"":""local"",""requires_all"":[""mine_shoring"",""well_siting""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""mechanical:local"",""requires_all"":[""mine_shoring"",""well_siting"",""flow_continuity"",""crank_linkages""],""requires_any"":[],""progress_multiplier"":1.15}]"			unreviewed				pending
mine_shoring	Timbered Mine Shoring	infrastructure	D08		10000	0.0024			1	"[{""id"":""local"",""requires_all"":[""framed_construction"",""rope_rigging""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mineral_cleavage	Cleavage and Fracture Classification	ecology	D22		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""stone_sorting"",""quarry_reading"",""stone_sorting"",""quarry_reading""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mineral_nitrate_dressing	Mineral Nitrate Dressing	nutrition	D01		0	0.002			1	"[{""id"":""local"",""requires_all"":[""nitrate_cultivation"",""nutrient_response_trials""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mineral_pigment_preparation	Mineral-Pigment Preparation		D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""stone_sorting"",""clay_testing""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mineral_specific_gravity	Mineral Specific Gravity	ecology	D22		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""fractional_quantities"",""standard_measures"",""displacement_buoyancy"",""fractional_quantities"",""standard_measures"",""displacement_buoyancy""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mineral_streak_tests	Mineral Streak Tests	ecology	D22		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""stone_sorting"",""pit_firing"",""stone_sorting"",""pit_firing""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
module_encapsulation	Photovoltaic Module Encapsulation	production	D04		93000	0.002			1	"[{""id"":""local"",""requires_all"":[""solar_cell_fabrication"",""glassmaking"",""cable_insulation"",""solar_cell_fabrication"",""glassmaking"",""cable_insulation""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mold_blown_glass	Mold-Blown Glass	production	D04		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""glass_blowing"",""clay_tempering""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
momentum_balance	Momentum Balance	knowledge	D12		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""inertial_motion"",""ratio_proportion"",""inertial_motion"",""ratio_proportion""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mortar_compatibility_assessment	Mortar Compatibility Assessment		D08		0	0.002			1	"[{""id"":""local"",""requires_all"":[""lime_mortar"",""masonry_moisture_management""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mountain_field_school	Mountain Field School	security	D20		9200	0.002		"[[""military_staffs"",""professional_corps""]]"	1	"[{""id"":""local"",""requires_all"":[""route_memory""],""requires_any"":[[""military_staffs"",""professional_corps""]],""progress_multiplier"":1.0}]"			unreviewed				pending
mounted_firearms	Mounted Firearms	security	D20		5000	0.001			1	"[{""id"":""local"",""requires_all"":[""matchlock_drill"",""domesticated_mounts""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mounted_remount_school	Mounted Remount School	security	D20		2200	0.002			1	"[{""id"":""local"",""requires_all"":[""domesticated_mounts"",""apprentice_contracts""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mounted_scouts	Mounted Scouting	logistics	D09		460	0.004			1	"[{""id"":""local"",""requires_all"":[""domesticated_mounts""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
movable_type_composition	Movable-Type Composition		D13		0	0.002		"[[""wooden_movable_type"",""metal_type_casting""]]"	1	"[{""id"":""local"",""requires_all"":[""phonetic_notation""],""requires_any"":[[""wooden_movable_type"",""metal_type_casting""]],""progress_multiplier"":1.0}]"			unreviewed				pending
mulch_water_management	Mulch Water Management	nutrition	D03		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""crop_residue_cover"",""soil_infiltration_trials""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
mule_spinning	Mule Spinning	production	D07		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""multi_spindle_spinning"",""flyer_spinning"",""gear_ratios""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
multi_spindle_spinning	Multi-Spindle Spinning	production	D07		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""spinning_wheels"",""workshop_standards""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
naval_arsenals	Naval Arsenals	security	D20		15000	0.001			1	"[{""id"":""local"",""requires_all"":[""galley_navigation"",""workshop_standards""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
naval_aviation	Naval Aviation	security	D20		89000	0.001			1	"[{""id"":""local"",""requires_all"":[""powered_flight"",""naval_torpedoes""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
naval_fire_control	Naval Fire Control	security	D20		80000	0.001			1	"[{""id"":""local"",""requires_all"":[""armored_hulls"",""military_staffs""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
naval_gunnery	Naval Gunnery	security	D20		15000	0.001			1	"[{""id"":""local"",""requires_all"":[""ocean_sailing"",""powder_artillery""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
naval_logistics	Fleet Replenishment	security	D20		82000	0.001			1	"[{""id"":""local"",""requires_all"":[""steam_propulsion"",""supply_groups""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
naval_missiles	Naval Missiles	security	D20		96000	0.001			1	"[{""id"":""local"",""requires_all"":[""guided_weapons"",""naval_torpedoes""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
naval_torpedoes	Naval Torpedoes	security	D20		79000	0.001			1	"[{""id"":""local"",""requires_all"":[""steam_propulsion"",""precision_machinery""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
neutron_moderation	Neutron Moderation	knowledge	D05		91000	0.002			2	"[{""id"":""local"",""requires_all"":[""nuclear_fission"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""mathematical:local"",""requires_all"":[""probability_theory"",""numerical_integration"",""nuclear_fission"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.2}]"			unreviewed				pending
nickel_metal_recovery	Nickel Metal Recovery		D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""ore_assaying"",""metallurgical_mass_balances""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
nitrate_cultivation	Nitrate Beds	ecology	D01		31000	0.0013			1	"[{""id"":""local"",""requires_all"":[""tallies"",""sealed_vessels""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
nuclear_fission	Nuclear Fission	knowledge	D05		89000	0.002			1	"[{""id"":""local"",""requires_all"":[""atomic_physics"",""radiation_measurement""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
nuclear_magnetic_resonance_spectroscopy	Nuclear Magnetic Resonance Spectroscopy		D13	H05	0	0.002			1	"[{""id"":""local"",""requires_all"":[""atomic_physics"",""spectroscopy"",""resonant_tuned_circuits"",""precision_thermometry""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
nuclear_propulsion	Nuclear Propulsion	security	D10		97000	0.001			1	"[{""id"":""local"",""requires_all"":[""reactor_engineering"",""submersible_hulls""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
numerical_integration	Numerical Integration	knowledge	D12		49000	0.002			1	"[{""id"":""local"",""requires_all"":[""integral_calculus"",""place_value"",""integral_calculus"",""place_value""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
numerical_machine_control	Numerical Machine Control		D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""electronic_machine_control"",""coordinate_geometry""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
numerical_root_finding	Numerical Root Finding	knowledge	D12		37000	0.002			1	"[{""id"":""local"",""requires_all"":[""polynomial_equations"",""place_value"",""polynomial_equations"",""place_value""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
nursing_care_organization	Nursing Care Organization		D14		0	0.002			1	"[{""id"":""local"",""requires_all"":[""clinical_observation_rounds"",""crew_handoffs""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
nut_blank_forging	Nut Blank Forging	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""forge_welding"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
nut_bore_drilling	Nut Bore Drilling	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""nut_blank_forging"",""column_drilling_machines""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
nut_kernel_shelling	Nut Kernel Shelling		D01	H01	0	0.002		"[[""food_pounding_mortars"",""controlled_flaking""]]"	1	"[{""id"":""local"",""requires_all"":[""edible_resource_recognition""],""requires_any"":[[""food_pounding_mortars"",""controlled_flaking""]],""progress_multiplier"":1.0}]"			unreviewed				pending
nutrient_response_trials	Nutrient Response Trials	nutrition	D01		0	0.002			1	"[{""id"":""local"",""requires_all"":[""soil_assays"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
ocean_sailing	Ocean Sailing	security	D10		15000	0.001			1	"[{""id"":""local"",""requires_all"":[""coastal_watercraft"",""rope_rigging"",""regional_maps""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
official_mandate_registers	Official Mandate Registers		D16	H03	0	0.002			1	"[{""id"":""local"",""requires_all"":[""professional_service"",""jurisdiction_boundaries""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
oil_based_printing_inks	Oil-Based Printing Inks	production	D13		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""seed_oil_pressing"",""lampblack_capture""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
optical_lenses	Optical Lenses	knowledge	D12		13000	0.002			1	"[{""id"":""local"",""requires_all"":[""glassmaking"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
optical_telegraphy	Optical Telegraphy		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""shutter_signal_frames"",""relay_observation_posts"",""timed_signal_sequences""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
oral_epics	Oral Epics	culture	D19		90	0.005			1	"[{""id"":""local"",""requires_all"":[],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
ore_assaying	Comparative Ore Assay	production	D04		3300	0.0035			1	"[{""id"":""local"",""requires_all"":[""kiln_control"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
orebody_block_models	Orebody Block Models	ecology	D22		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""geologic_cross_sections"",""resource_kriging"",""grade_tonnage_models"",""geologic_cross_sections"",""resource_kriging"",""grade_tonnage_models""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
pack_animals	Pack Animal Husbandry	logistics	D09		220	0.004			1	"[{""id"":""local"",""requires_all"":[""animal_taming""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
packed_piston_seals	Packed Piston Seals	infrastructure	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""plain_weaving"",""lubrication_regimes""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
packet_routers	Packet Routers		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""packet_switching"",""data_modems"",""read_write_memory""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
packet_switching	Packet Switching		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""message_framing"",""automatic_repeat_request"",""stored_program_control""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
paper_making	Sheet Fiber Writing Material	knowledge	D13		22000	0.0011			1	"[{""id"":""local"",""requires_all"":[""fiber_grading"",""kiln_control"",""formal_archives""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
paper_sheet_pressing	Paper Sheet Pressing	production	D13		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""paper_making"",""joinery""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
parallel_register_banks	Parallel Register Banks	production	D21		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""bistable_multivibrators""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
parchment_record_preparation	Parchment Record Preparation		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""hafted_tools"",""curing_regimens""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
peat_drying	Peat Drying	production	D05		1500	0.004			1	"[{""id"":""local"",""requires_all"":[""food_drying""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
petition_registers	Petition Registers		D16	H03	0	0.002			1	"[{""id"":""local"",""requires_all"":[""phonetic_notation"",""professional_service""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
phonetic_notation	Phonetic Notation	knowledge	D13		3400	0.0023			1	"[{""id"":""local"",""requires_all"":[""pictographic_records""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
phosphate_dressing	Phosphate Dressing	nutrition	D01		45500	0.001			1	"[{""id"":""local"",""requires_all"":[""lime_burning"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
phosphate_solubilization	Phosphate Solubilization	nutrition	D01		0	0.002			1	"[{""id"":""local"",""requires_all"":[""phosphate_dressing"",""sulfuric_acid_production"",""nutrient_response_trials""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
photoconductivity	Photoconductivity	knowledge	D21		71000	0.002			1	"[{""id"":""local"",""requires_all"":[""experimental_optics"",""electrical_measurement"",""experimental_optics"",""electrical_measurement""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
