effect	side	block_end_year	raw_block_total	scale	running_total	target
knowledge_preservation	benefit	500	0.033	1.0	0.3839	0.384
knowledge_preservation	benefit	550	0.0331	1.0	0.417	0.417
knowledge_preservation	benefit	600	0.0285	1.0	0.4455	0.45
knowledge_preservation	benefit	650	0.0129	0.659	0.454	0.454
knowledge_preservation	benefit	700	0.0138	0.29	0.458	0.458
knowledge_preservation	benefit	750	0.0121	0.331	0.462	0.462
knowledge_preservation	benefit	800	0.0192	0.208	0.466	0.466
knowledge_preservation	benefit	850	0.0227	0.176	0.47	0.47
knowledge_preservation	benefit	900	0.0457	0.088	0.474	0.474
knowledge_preservation	benefit	950	0.0479	0.084	0.478	0.478
knowledge_preservation	benefit	1000	0.0069	0.58	0.482	0.482
knowledge_preservation	benefit	1050	0.0066	0.606	0.486	0.486
knowledge_preservation	benefit	1100	0.0514	0.078	0.49	0.49
knowledge_preservation	benefit	1150	0.0213	0.188	0.494	0.494
knowledge_preservation	cost	1150	0.0008	1.0	0.0008	0.215
knowledge_preservation	benefit	1200	0.0269	0.149	0.498	0.498
knowledge_preservation	cost	1200	0.0033	1.0	0.0041	0.217
knowledge_preservation	benefit	1250	0.0243	0.165	0.502	0.502
knowledge_preservation	cost	1250	0.002	1.0	0.0061	0.2188
knowledge_preservation	benefit	1300	0.0374	0.107	0.506	0.506
knowledge_preservation	benefit	1350	0.0205	0.195	0.51	0.51
knowledge_preservation	benefit	1400	0.0242	0.165	0.514	0.514
knowledge_preservation	benefit	1450	0.0311	0.129	0.518	0.518
knowledge_preservation	benefit	1500	0.0166	0.241	0.522	0.522
knowledge_preservation	benefit	1550	0.0297	0.135	0.526	0.526
knowledge_preservation	benefit	1600	0.0168	0.238	0.53	0.53
knowledge_preservation	benefit	1650	0.0281	0.142	0.534	0.534
knowledge_preservation	benefit	1700	0.0456	0.088	0.538	0.538
knowledge_preservation	benefit	1750	0.0368	0.109	0.542	0.542
knowledge_preservation	benefit	1800	0.0336	0.119	0.546	0.546
knowledge_preservation	benefit	1850	0.0188	0.284	0.5513	0.5513
knowledge_preservation	benefit	1900	0.05	0.107	0.5567	0.5567
knowledge_preservation	benefit	1950	0.0311	0.171	0.562	0.562
knowledge_preservation	cost	1950	0.001	1.0	0.0071	0.2432
knowledge_preservation	benefit	2000	0.0297	0.18	0.5673	0.5673
knowledge_preservation	cost	2000	0.002	1.0	0.0091	0.245
knowledge_preservation	benefit	2050	0.0228	0.234	0.5727	0.5727
knowledge_preservation	benefit	2100	0.0075	0.711	0.578	0.578
knowledge_preservation	benefit	2150	0.0249	0.214	0.5833	0.5833
knowledge_preservation	benefit	2200	0.0131	0.407	0.5887	0.5887
knowledge_preservation	benefit	2250	0.0119	0.448	0.594	0.594
knowledge_preservation	benefit	2300	0.0241	0.221	0.5993	0.5993
knowledge_preservation	benefit	2350	0.03	0.178	0.6047	0.6047
knowledge_preservation	benefit	2400	0.0188	0.284	0.61	0.61
knowledge_preservation	benefit	2450	0.0352	0.455	0.626	0.626
knowledge_preservation	benefit	2500	0.0263	0.608	0.642	0.642
knowledge_preservation	benefit	2550	0.0395	0.456	0.66	0.66
knowledge_preservation	benefit	2600	0.035	0.514	0.678	0.678
knowledge_preservation	benefit	2650	0.0483	0.414	0.698	0.698
knowledge_preservation	benefit	2700	0.0206	0.971	0.718	0.718
knowledge_preservation	benefit	2750	0.0136	1.0	0.7316	0.74
knowledge_preservation	benefit	2800	0.0248	1.0	0.7564	0.762
knowledge_preservation	benefit	2850	0.0368	0.804	0.786	0.786
knowledge_preservation	benefit	2900	0.0424	0.566	0.81	0.81
knowledge_preservation	benefit	2950	0.0514	0.389	0.83	0.83
knowledge_preservation	benefit	3000	0.0078	1.0	0.8378	0.85
knowledge_rate	benefit	50	0.0346	1.0	0.0346	0.09
knowledge_rate	benefit	100	0.04	1.0	0.0746	0.108
knowledge_rate	benefit	150	0.014	1.0	0.0886	0.1245
knowledge_rate	benefit	200	0.0071	1.0	0.0957	0.141
knowledge_rate	benefit	250	0.052	1.0	0.1477	0.1575
knowledge_rate	benefit	300	0.0263	1.0	0.174	0.174
knowledge_rate	benefit	350	0.0036	1.0	0.1776	0.194
knowledge_rate	benefit	400	0.035	1.0	0.2126	0.214
knowledge_rate	benefit	450	0.0214	1.0	0.234	0.234
knowledge_rate	benefit	500	0.022	1.0	0.256	0.256
knowledge_rate	benefit	550	0.0219	1.0	0.2779	0.278
knowledge_rate	benefit	600	0.022	1.0	0.2999	0.3
knowledge_rate	benefit	650	0.0033	1.0	0.3032	0.306
knowledge_rate	benefit	700	0.0011	1.0	0.3043	0.312
knowledge_rate	benefit	750	0.0108	1.0	0.3151	0.318
knowledge_rate	benefit	800	0.0095	0.937	0.324	0.324
knowledge_rate	benefit	850	0.0407	0.147	0.33	0.33
knowledge_rate	benefit	900	0.0642	0.093	0.336	0.336
knowledge_rate	benefit	950	0.0351	0.171	0.342	0.342
knowledge_rate	benefit	1000	0.0106	0.566	0.348	0.348
knowledge_rate	benefit	1050	0.0023	1.0	0.3503	0.354
knowledge_rate	benefit	1100	0.0109	0.89	0.36	0.36
knowledge_rate	benefit	1150	0.0132	0.455	0.366	0.366
knowledge_rate	benefit	1200	0.0177	0.339	0.372	0.372
knowledge_rate	cost	1200	0.0015	1.0	0.0015	0.248
knowledge_rate	benefit	1250	0.0025	1.0	0.3745	0.378
knowledge_rate	benefit	1300	0.0107	0.888	0.384	0.384
knowledge_rate	benefit	1350	0.0114	0.526	0.39	0.39
knowledge_rate	benefit	1400	0.0068	0.882	0.396	0.396
knowledge_rate	benefit	1450	0.0321	0.187	0.402	0.402
knowledge_rate	benefit	1500	0.0188	0.319	0.408	0.408
knowledge_rate	benefit	1550	0.0187	0.321	0.414	0.414
knowledge_rate	benefit	1600	0.0058	1.0	0.4198	0.42
knowledge_rate	benefit	1650	0.0333	0.186	0.426	0.426
knowledge_rate	benefit	1700	0.0189	0.317	0.432	0.432
knowledge_rate	benefit	1750	0.0273	0.22	0.438	0.438
knowledge_rate	benefit	1800	0.0314	0.191	0.444	0.444
knowledge_rate	benefit	1850	0.0074	1.0	0.4514	0.452
knowledge_rate	benefit	1900	0.0101	0.851	0.46	0.46
knowledge_rate	cost	1900	0.001	1.0	0.0025	0.276
knowledge_rate	benefit	1950	0.0059	1.0	0.4659	0.468
knowledge_rate	benefit	2000	0.0319	0.317	0.476	0.476
knowledge_rate	benefit	2050	0.0226	0.354	0.484	0.484
knowledge_rate	benefit	2100	0.0142	0.563	0.492	0.492
knowledge_rate	benefit	2150	0.0357	0.224	0.5	0.5
knowledge_rate	cost	2150	0.001	1.0	0.0035	0.286
knowledge_rate	benefit	2200	0.0274	0.292	0.508	0.508
knowledge_rate	benefit	2250	0.0074	1.0	0.5154	0.516
knowledge_rate	benefit	2300	0.029	0.297	0.524	0.524
knowledge_rate	benefit	2350	0.0202	0.396	0.532	0.532
knowledge_rate	benefit	2400	0.027	0.296	0.54	0.54
knowledge_rate	benefit	2450	0.0291	0.825	0.564	0.564
knowledge_rate	benefit	2500	0.0372	0.645	0.588	0.588
knowledge_rate	benefit	2550	0.0291	0.928	0.615	0.615
knowledge_rate	benefit	2600	0.0416	0.649	0.642	0.642
knowledge_rate	benefit	2650	0.0234	1.0	0.6654	0.672
knowledge_rate	cost	2650	0.001	1.0	0.0045	0.311
knowledge_rate	benefit	2700	0.0564	0.649	0.702	0.702
knowledge_rate	benefit	2750	0.0254	1.0	0.7274	0.735
knowledge_rate	cost	2750	0.0022	1.0	0.0067	0.317
knowledge_rate	benefit	2800	0.0625	0.65	0.768	0.768
knowledge_rate	cost	2800	0.0022	1.0	0.0089	0.32
knowledge_rate	benefit	2850	0.0576	0.625	0.804	0.804
knowledge_rate	benefit	2900	0.0205	1.0	0.8245	0.84
knowledge_rate	benefit	2950	0.0185	1.0	0.843	0.87
knowledge_rate	cost	2950	0.001	1.0	0.0099	0.335
knowledge_rate	benefit	3000	0.0398	1.0	0.8828	0.9
labor_demand	benefit	50	0.0499	1.0	0.0499	0.05
labor_demand	cost	50	0.3044	0.369	0.1123	0.1123
labor_demand	cost	100	0.0791	0.092	0.1196	0.1196
labor_demand	benefit	150	0.01	1.0	0.0599	0.061
labor_demand	cost	150	0.2024	0.05	0.1297	0.1269
labor_demand	cost	200	0.093	0.05	0.1344	0.1342
labor_demand	cost	250	0.071	0.1	0.1415	0.1415
labor_demand	cost	300	0.1234	0.059	0.1487	0.1487
labor_demand	cost	350	0.1964	0.05	0.1586	0.156
labor_demand	benefit	400	0.0237	1.0	0.0836	0.0837
labor_demand	cost	400	0.2128	0.05	0.1692	0.1633
labor_demand	benefit	450	0.0043	1.0	0.0879	0.088
labor_demand	cost	450	0.2678	0.05	0.1826	0.1706
labor_demand	benefit	500	0.004	1.0	0.0919	0.092
labor_demand	cost	500	0.0607	0.05	0.1856	0.1779
labor_demand	benefit	550	0.004	1.0	0.0959	0.096
labor_demand	cost	550	0.0383	0.05	0.1876	0.1852
labor_demand	benefit	650	0.004	1.0	0.0999	0.1013
labor_demand	cost	650	0.063	0.111	0.1945	0.1945
labor_demand	benefit	700	0.016	0.162	0.1025	0.1025
labor_demand	cost	700	0.0526	0.05	0.1972	0.1966
labor_demand	benefit	750	0.003	0.417	0.1038	0.1038
labor_demand	cost	750	0.0739	0.05	0.2009	0.1986
labor_demand	benefit	800	0.006	0.208	0.105	0.105
labor_demand	cost	800	0.0711	0.05	0.2044	0.2007
labor_demand	benefit	850	0.005	0.25	0.1063	0.1063
labor_demand	cost	850	0.0809	0.05	0.2085	0.2027
labor_demand	benefit	900	0.02	0.063	0.1075	0.1075
labor_demand	cost	900	0.0642	0.05	0.2117	0.2047
labor_demand	benefit	950	0.004	0.312	0.1087	0.1087
labor_demand	cost	950	0.0762	0.05	0.2155	0.2068
labor_demand	benefit	1000	0.008	0.156	0.11	0.11
labor_demand	cost	1000	0.0551	0.05	0.2182	0.2088
labor_demand	benefit	1050	0.015	0.083	0.1113	0.1113
labor_demand	cost	1050	0.0441	0.05	0.2204	0.2109
labor_demand	benefit	1100	0.004	0.313	0.1125	0.1125
labor_demand	cost	1100	0.0693	0.05	0.2239	0.2129
labor_demand	benefit	1150	0.0139	0.09	0.1138	0.1138
labor_demand	cost	1150	0.0419	0.05	0.226	0.215
labor_demand	benefit	1200	0.021	0.06	0.115	0.115
labor_demand	cost	1200	0.0538	0.05	0.2287	0.217
labor_demand	benefit	1250	0.006	0.208	0.1163	0.1163
labor_demand	cost	1250	0.0525	0.05	0.2313	0.2188
labor_demand	benefit	1300	0.01	0.125	0.1175	0.1175
labor_demand	cost	1300	0.0384	0.05	0.2332	0.2205
labor_demand	benefit	1350	0.008	0.156	0.1188	0.1188
labor_demand	cost	1350	0.0443	0.05	0.2355	0.2222
labor_demand	benefit	1400	0.001	1.0	0.1198	0.12
labor_demand	cost	1400	0.0387	0.05	0.2374	0.224
labor_demand	benefit	1450	0.002	0.75	0.1212	0.1212
labor_demand	cost	1450	0.0739	0.05	0.2411	0.2257
labor_demand	benefit	1500	0.001	1.0	0.1222	0.1225
labor_demand	cost	1500	0.0538	0.05	0.2438	0.2275
labor_demand	benefit	1550	0.002	0.75	0.1237	0.1237
labor_demand	cost	1550	0.0294	0.05	0.2452	0.2292
labor_demand	benefit	1600	0.024	0.052	0.125	0.125
labor_demand	cost	1600	0.0496	0.05	0.2477	0.231
labor_demand	benefit	1650	0.004	0.313	0.1263	0.1263
labor_demand	cost	1650	0.0517	0.05	0.2503	0.2327
labor_demand	benefit	1700	0.006	0.208	0.1275	0.1275
labor_demand	cost	1700	0.0247	0.05	0.2515	0.2345
labor_demand	benefit	1750	0.012	0.104	0.1288	0.1288
labor_demand	cost	1750	0.0605	0.05	0.2546	0.2362
labor_demand	benefit	1800	0.008	0.156	0.13	0.13
labor_demand	cost	1800	0.0417	0.05	0.2567	0.238
labor_demand	benefit	1850	0.008	0.203	0.1316	0.1316
labor_demand	cost	1850	0.0376	0.05	0.2585	0.2397
labor_demand	benefit	1900	0.015	0.108	0.1333	0.1333
labor_demand	cost	1900	0.074	0.05	0.2622	0.2415
labor_demand	benefit	1950	0.013	0.125	0.1349	0.1349
labor_demand	cost	1950	0.0493	0.05	0.2647	0.2432
labor_demand	benefit	2000	0.021	0.077	0.1365	0.1365
labor_demand	cost	2000	0.0428	0.05	0.2668	0.245
labor_demand	benefit	2050	0.017	0.096	0.1381	0.1381
labor_demand	cost	2050	0.0214	0.05	0.2679	0.2467
labor_demand	cost	2100	0.0373	0.05	0.2698	0.2485
labor_demand	benefit	2150	0.001	1.0	0.1391	0.1414
labor_demand	cost	2150	0.0586	0.05	0.2727	0.2502
labor_demand	benefit	2200	0.009	0.431	0.143	0.143
labor_demand	cost	2200	0.0485	0.05	0.2751	0.252
labor_demand	benefit	2250	0.013	0.125	0.1446	0.1446
labor_demand	cost	2250	0.0346	0.05	0.2769	0.2537
labor_demand	benefit	2300	0.014	0.116	0.1462	0.1462
labor_demand	cost	2300	0.0229	0.05	0.278	0.2555
labor_demand	benefit	2350	0.008	0.203	0.1479	0.1479
labor_demand	cost	2350	0.0512	0.05	0.2806	0.2572
labor_demand	benefit	2400	0.024	0.068	0.1495	0.1495
labor_demand	cost	2400	0.0606	0.05	0.2836	0.259
labor_demand	benefit	2450	0.019	0.276	0.1547	0.1547
labor_demand	cost	2450	0.0646	0.05	0.2868	0.2616
labor_demand	benefit	2500	0.008	0.656	0.16	0.16
labor_demand	cost	2500	0.0572	0.05	0.2897	0.2642
labor_demand	benefit	2550	0.01	0.6	0.166	0.166
labor_demand	cost	2550	0.0683	0.05	0.2931	0.2669
labor_demand	benefit	2600	0.01	0.6	0.172	0.172
labor_demand	cost	2600	0.0681	0.05	0.2965	0.2695
labor_demand	cost	2650	0.0605	0.05	0.2995	0.2721
labor_demand	benefit	2700	0.002	1.0	0.174	0.187
labor_demand	cost	2700	0.0505	0.05	0.3021	0.2747
labor_demand	benefit	2750	0.019	1.0	0.193	0.196
labor_demand	cost	2750	0.0702	0.05	0.3056	0.2774
labor_demand	benefit	2800	0.023	0.522	0.205	0.205
labor_demand	cost	2800	0.0746	0.05	0.3093	0.28
labor_demand	benefit	2850	0.038	0.296	0.2162	0.2162
labor_demand	cost	2850	0.0842	0.05	0.3135	0.2844
labor_demand	benefit	2900	0.03	0.375	0.2275	0.2275
labor_demand	cost	2900	0.0367	0.05	0.3153	0.2887
labor_demand	benefit	2950	0.0079	1.0	0.2354	0.2388
labor_demand	cost	2950	0.025	0.05	0.3166	0.2931
labor_demand	benefit	3000	0.0256	0.57	0.25	0.25
labor_demand	cost	3000	0.0405	0.05	0.3186	0.2975
labor_efficiency	benefit	50	0.1251	1.0	0.1251	0.125
labor_efficiency	cost	50	0.005	1.0	0.005	0.1123
labor_efficiency	benefit	100	0.015	1.0	0.1401	0.14
labor_efficiency	benefit	150	0.0125	1.0	0.1526	0.1525
labor_efficiency	benefit	200	0.0127	1.0	0.1653	0.165
labor_efficiency	benefit	250	0.0113	1.0	0.1766	0.1763
labor_efficiency	benefit	300	0.0114	1.0	0.188	0.1875
labor_efficiency	benefit	350	0.0109	1.0	0.1989	0.1983
labor_efficiency	benefit	400	0.0108	1.0	0.2097	0.2092
labor_efficiency	benefit	450	0.011	1.0	0.2207	0.22
labor_efficiency	benefit	500	0.0101	1.0	0.2308	0.23
labor_efficiency	cost	500	0.005	1.0	0.01	0.1779
labor_efficiency	benefit	550	0.01	1.0	0.2408	0.24
labor_efficiency	benefit	600	0.0089	1.0	0.2497	0.25
labor_efficiency	benefit	650	0.0063	0.444	0.2525	0.2525
labor_efficiency	benefit	700	0.0282	0.089	0.255	0.255
labor_efficiency	benefit	750	0.0166	0.151	0.2575	0.2575
labor_efficiency	benefit	800	0.0145	0.172	0.26	0.26
labor_efficiency	benefit	850	0.0343	0.073	0.2625	0.2625
labor_efficiency	benefit	900	0.0158	0.158	0.265	0.265
labor_efficiency	benefit	950	0.0113	0.221	0.2675	0.2675
labor_efficiency	benefit	1000	0.0084	0.298	0.27	0.27
labor_efficiency	benefit	1050	0.0173	0.145	0.2725	0.2725
labor_efficiency	benefit	1100	0.0123	0.203	0.275	0.275
labor_efficiency	benefit	1150	0.0053	0.472	0.2775	0.2775
labor_efficiency	cost	1150	0.0037	1.0	0.0137	0.215
labor_efficiency	benefit	1200	0.0024	1.0	0.2799	0.28
labor_efficiency	cost	1200	0.0088	1.0	0.0225	0.217
labor_efficiency	benefit	1250	0.003	0.867	0.2825	0.2825
labor_efficiency	cost	1250	0.0019	1.0	0.0244	0.2188
labor_efficiency	benefit	1300	0.0039	0.641	0.285	0.285
labor_efficiency	benefit	1350	0.0074	0.338	0.2875	0.2875
labor_efficiency	benefit	1400	0.0063	0.397	0.29	0.29
labor_efficiency	benefit	1450	0.0086	0.291	0.2925	0.2925
labor_efficiency	cost	1450	0.002	1.0	0.0264	0.2257
labor_efficiency	benefit	1500	0.0173	0.145	0.295	0.295
labor_efficiency	cost	1500	0.0005	1.0	0.0269	0.2275
labor_efficiency	benefit	1550	0.0123	0.203	0.2975	0.2975
labor_efficiency	benefit	1600	0.016	0.156	0.3	0.3
labor_efficiency	benefit	1650	0.0152	0.164	0.3025	0.3025
labor_efficiency	benefit	1700	0.0127	0.197	0.305	0.305
labor_efficiency	benefit	1750	0.0162	0.154	0.3075	0.3075
labor_efficiency	benefit	1800	0.0218	0.115	0.31	0.31
labor_efficiency	cost	1800	0.0035	1.0	0.0304	0.238
labor_efficiency	benefit	1850	0.0082	0.396	0.3133	0.3133
labor_efficiency	benefit	1900	0.0056	0.58	0.3165	0.3165
labor_efficiency	benefit	1950	0.0022	1.0	0.3187	0.3198
labor_efficiency	benefit	2000	0.0095	0.453	0.323	0.323
labor_efficiency	benefit	2050	0.001	1.0	0.324	0.3263
labor_efficiency	benefit	2100	0.0036	1.0	0.3276	0.3295
labor_efficiency	benefit	2150	0.0022	1.0	0.3298	0.3327
labor_efficiency	cost	2150	0.004	1.0	0.0344	0.2502
labor_efficiency	benefit	2200	0.0012	1.0	0.331	0.336
labor_efficiency	benefit	2250	0.0042	1.0	0.3352	0.3392
labor_efficiency	benefit	2300	0.0185	0.395	0.3425	0.3425
labor_efficiency	cost	2300	0.0012	1.0	0.0356	0.2555
labor_efficiency	benefit	2350	0.0122	0.266	0.3458	0.3458
labor_efficiency	benefit	2400	0.0278	0.117	0.349	0.349
labor_efficiency	cost	2400	0.0012	1.0	0.0368	0.259
labor_efficiency	benefit	2450	0.0099	1.0	0.3589	0.3595
labor_efficiency	cost	2450	0.002	1.0	0.0388	0.2616
labor_efficiency	benefit	2500	0.0244	0.455	0.37	0.37
labor_efficiency	benefit	2550	0.0065	1.0	0.3765	0.382
labor_efficiency	cost	2550	0.0023	1.0	0.0411	0.2669
labor_efficiency	benefit	2600	0.0096	1.0	0.3861	0.394
labor_efficiency	cost	2600	0.0055	1.0	0.0466	0.2695
labor_efficiency	benefit	2650	0.0269	0.851	0.409	0.409
labor_efficiency	cost	2650	0.0031	1.0	0.0497	0.2721
labor_efficiency	benefit	2700	0.0246	0.61	0.424	0.424
labor_efficiency	cost	2700	0.0042	1.0	0.0539	0.2747
labor_efficiency	benefit	2750	0.0364	0.495	0.442	0.442
labor_efficiency	cost	2750	0.0008	1.0	0.0547	0.2774
labor_efficiency	benefit	2800	0.0219	0.822	0.46	0.46
labor_efficiency	cost	2800	0.005	1.0	0.0597	0.28
labor_efficiency	benefit	2850	0.0341	0.66	0.4825	0.4825
labor_efficiency	cost	2850	0.0006	1.0	0.0603	0.2844
labor_efficiency	benefit	2900	0.0354	0.636	0.505	0.505
labor_efficiency	benefit	2950	0.0265	0.849	0.5275	0.5275
labor_efficiency	benefit	3000	0.0287	0.784	0.55	0.55
labor_efficiency	cost	3000	0.0011	1.0	0.0614	0.2975
legitimacy	benefit	50	0.0846	1.0	0.0846	0.2
legitimacy	benefit	100	0.0435	1.0	0.1281	0.224
legitimacy	benefit	150	0.0671	1.0	0.1952	0.244
legitimacy	benefit	200	0.0691	1.0	0.2643	0.264
legitimacy	benefit	250	0.018	1.0	0.2823	0.282
legitimacy	benefit	300	0.018	1.0	0.3003	0.3
legitimacy	benefit	350	0.0172	1.0	0.3175	0.3173
legitimacy	cost	350	0.005	1.0	0.005	0.2006
legitimacy	benefit	400	0.0176	1.0	0.3351	0.3347
legitimacy	benefit	450	0.0172	1.0	0.3523	0.352
legitimacy	cost	450	0.005	1.0	0.01	0.2194
legitimacy	benefit	500	0.0162	1.0	0.3685	0.368
legitimacy	benefit	550	0.0161	1.0	0.3846	0.384
legitimacy	cost	550	0.003	1.0	0.013	0.2381
legitimacy	benefit	600	0.0132	1.0	0.3978	0.4
legitimacy	cost	600	0.006	1.0	0.019	0.2475
legitimacy	benefit	650	0.0243	0.142	0.4012	0.4012
legitimacy	benefit	700	0.0105	0.119	0.4025	0.4025
legitimacy	cost	700	0.0163	1.0	0.0353	0.2528
legitimacy	benefit	750	0.0309	0.05	0.404	0.4037
legitimacy	cost	750	0.003	1.0	0.0383	0.2554
legitimacy	benefit	800	0.0471	0.05	0.4064	0.405
legitimacy	cost	800	0.008	1.0	0.0463	0.258
legitimacy	benefit	850	0.0376	0.05	0.4083	0.4062
legitimacy	cost	850	0.0062	1.0	0.0525	0.2606
legitimacy	benefit	900	0.025	0.05	0.4095	0.4075
legitimacy	cost	900	0.0039	1.0	0.0564	0.2632
legitimacy	benefit	950	0.0149	0.05	0.4103	0.4088
legitimacy	cost	950	0.0056	1.0	0.062	0.2659
legitimacy	benefit	1000	0.0288	0.05	0.4117	0.41
legitimacy	cost	1000	0.0023	1.0	0.0643	0.2685
legitimacy	benefit	1050	0.0209	0.05	0.4128	0.4113
legitimacy	cost	1050	0.0122	1.0	0.0765	0.2711
legitimacy	benefit	1100	0.0293	0.05	0.4142	0.4125
legitimacy	cost	1100	0.002	1.0	0.0785	0.2738
legitimacy	benefit	1150	0.0199	0.05	0.4152	0.4138
legitimacy	cost	1150	0.0017	1.0	0.0802	0.2764
legitimacy	benefit	1200	0.0352	0.05	0.417	0.415
legitimacy	cost	1200	0.0278	1.0	0.108	0.279
legitimacy	benefit	1250	0.0202	0.05	0.418	0.4163
legitimacy	cost	1250	0.0096	1.0	0.1176	0.2812
legitimacy	benefit	1300	0.0241	0.05	0.4192	0.4175
legitimacy	cost	1300	0.0063	1.0	0.1239	0.2835
legitimacy	benefit	1350	0.0143	0.05	0.4199	0.4188
legitimacy	cost	1350	0.004	1.0	0.1279	0.2858
legitimacy	benefit	1400	0.0105	0.05	0.4204	0.42
legitimacy	cost	1400	0.011	1.0	0.1389	0.288
legitimacy	benefit	1450	0.0265	0.05	0.4218	0.4213
legitimacy	cost	1450	0.0115	1.0	0.1504	0.2903
legitimacy	benefit	1500	0.0266	0.05	0.4231	0.4225
legitimacy	cost	1500	0.0086	1.0	0.159	0.2925
legitimacy	benefit	1550	0.017	0.05	0.4239	0.4238
legitimacy	cost	1550	0.004	1.0	0.163	0.2948
legitimacy	benefit	1600	0.0304	0.05	0.4255	0.425
legitimacy	cost	1600	0.008	1.0	0.171	0.297
legitimacy	benefit	1650	0.0446	0.05	0.4277	0.4263
legitimacy	cost	1650	0.0127	1.0	0.1837	0.2993
legitimacy	benefit	1700	0.0421	0.05	0.4298	0.4275
legitimacy	cost	1700	0.0023	1.0	0.186	0.3015
legitimacy	benefit	1750	0.0381	0.05	0.4317	0.4288
legitimacy	cost	1750	0.0121	1.0	0.1981	0.3038
legitimacy	benefit	1800	0.0441	0.05	0.4339	0.43
legitimacy	cost	1800	0.0222	1.0	0.2203	0.306
legitimacy	benefit	1850	0.0166	0.05	0.4347	0.4316
legitimacy	cost	1850	0.0088	1.0	0.2291	0.3083
legitimacy	benefit	1900	0.0256	0.05	0.436	0.4333
legitimacy	cost	1900	0.0251	1.0	0.2542	0.3105
legitimacy	benefit	1950	0.0155	0.05	0.4368	0.4349
legitimacy	cost	1950	0.0199	1.0	0.2741	0.3128
legitimacy	benefit	2000	0.0141	0.05	0.4375	0.4365
legitimacy	cost	2000	0.0274	1.0	0.3015	0.315
legitimacy	benefit	2050	0.0134	0.05	0.4382	0.4381
legitimacy	cost	2050	0.0089	1.0	0.3104	0.3173
legitimacy	benefit	2100	0.0098	0.162	0.4398	0.4398
legitimacy	cost	2100	0.0065	1.0	0.3169	0.3195
legitimacy	benefit	2150	0.0163	0.1	0.4414	0.4414
legitimacy	cost	2150	0.0179	0.271	0.3217	0.3217
legitimacy	benefit	2200	0.0209	0.078	0.443	0.443
legitimacy	cost	2200	0.014	0.161	0.324	0.324
legitimacy	benefit	2250	0.0087	0.187	0.4446	0.4446
legitimacy	cost	2250	0.0139	0.162	0.3262	0.3262
legitimacy	benefit	2300	0.0162	0.1	0.4463	0.4463
legitimacy	cost	2300	0.0089	0.253	0.3285	0.3285
legitimacy	benefit	2350	0.0147	0.111	0.4479	0.4479
legitimacy	cost	2350	0.0228	0.099	0.3307	0.3307
legitimacy	benefit	2400	0.0328	0.05	0.4495	0.4495
legitimacy	cost	2400	0.0167	0.135	0.333	0.333
legitimacy	benefit	2450	0.0315	0.166	0.4548	0.4548
legitimacy	cost	2450	0.0088	0.384	0.3364	0.3364
legitimacy	benefit	2500	0.0296	0.177	0.46	0.46
legitimacy	cost	2500	0.0124	0.272	0.3397	0.3397
legitimacy	benefit	2550	0.0476	0.126	0.466	0.466
legitimacy	cost	2550	0.0198	0.17	0.3431	0.3431
legitimacy	benefit	2600	0.0317	0.189	0.472	0.472
legitimacy	cost	2600	0.0114	0.296	0.3465	0.3465
legitimacy	benefit	2650	0.0332	0.226	0.4795	0.4795
legitimacy	cost	2650	0.011	0.307	0.3499	0.3499
legitimacy	benefit	2700	0.0334	0.225	0.487	0.487
legitimacy	cost	2700	0.0108	0.312	0.3533	0.3533
legitimacy	benefit	2750	0.0579	0.155	0.496	0.496
legitimacy	cost	2750	0.024	0.141	0.3566	0.3566
legitimacy	benefit	2800	0.0475	0.189	0.505	0.505
legitimacy	cost	2800	0.0154	0.219	0.36	0.36
legitimacy	benefit	2850	0.067	0.168	0.5162	0.5162
legitimacy	cost	2850	0.029	0.194	0.3656	0.3656
legitimacy	benefit	2900	0.0409	0.275	0.5275	0.5275
legitimacy	cost	2900	0.017	0.331	0.3712	0.3712
legitimacy	benefit	2950	0.0264	0.426	0.5388	0.5388
legitimacy	cost	2950	0.0304	0.185	0.3769	0.3769
legitimacy	benefit	3000	0.0211	0.533	0.55	0.55
legitimacy	cost	3000	0.0317	0.177	0.3825	0.3825
literacy	benefit	50	0.02	0.05	0.001	0.0
literacy	benefit	300	0.035	0.114	0.005	0.005
literacy	benefit	400	0.04	0.05	0.007	0.0067
literacy	benefit	450	0.05	0.05	0.0095	0.0075
literacy	benefit	500	0.04	0.05	0.0115	0.0083
literacy	benefit	550	0.02	0.05	0.0125	0.0092
literacy	benefit	600	0.05	0.05	0.015	0.01
literacy	benefit	650	0.07	0.05	0.0185	0.0175
literacy	benefit	750	0.09	0.156	0.0325	0.0325
literacy	benefit	800	0.06	0.125	0.0401	0.0401
literacy	benefit	850	0.145	0.052	0.0476	0.0476
literacy	benefit	900	0.1	0.075	0.0551	0.0551
literacy	benefit	950	0.065	0.116	0.0626	0.0626
literacy	benefit	1000	0.085	0.088	0.0701	0.0701
literacy	benefit	1100	0.195	0.077	0.0851	0.0851
literacy	benefit	1150	0.02	0.376	0.0926	0.0926
literacy	benefit	1200	0.12	0.063	0.1002	0.1002
literacy	benefit	1250	0.08	0.05	0.1042	0.0899
literacy	benefit	1300	0.08	0.05	0.1082	0.0796
literacy	benefit	1350	0.06	0.05	0.1112	0.0796
literacy	benefit	1400	0.21	0.05	0.1217	0.0796
