id,line,name,target_year,band_low,band_high,research_years,status,shared_with,key_threshold,aliases,source_file
hard_soldering,production,Hard solders: gold-copper and silver-copper,450,410,490,5,new,,,,docs/research/PRODUCTION_600_YEARS.md
palace_weaving_houses,production,Palace weaving houses with rationed weavers,460,420,500,6,new,labor,,labor@460: Weaving teams on rations,docs/research/PRODUCTION_600_YEARS.md
weighed_alloy_recipes,production,Alloy recipes by weighed parts,470,430,510,5,new,knowledge,,,docs/research/PRODUCTION_600_YEARS.md
raised_bronze_vessels,production,Bronze vessels raised from sheet,480,440,520,5,new,,,,docs/research/PRODUCTION_600_YEARS.md
peat_drying,production,Peat cut and dried as fuel,490,450,530,3,catalog,ecology,,,docs/research/PRODUCTION_600_YEARS.md
standard_ingots,production,Standard ingots for exchange,500,460,540,5,new,logistics,,logistics@570: Oxhide-shaped copper ingots as standard cargo,docs/research/PRODUCTION_600_YEARS.md
sulfur_purification,production,Sulfur gathered and purified,510,470,550,5,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
shaft_furnaces,production,Shaft furnaces with clay tuyères,520,480,560,10,new,,yes,,docs/research/PRODUCTION_600_YEARS.md
alum_mordant_dyeing,production,Mordant dyeing with alum,530,490,570,8,new,,,,docs/research/PRODUCTION_600_YEARS.md
cored_socket_casting,production,Cored castings for socketed tools,540,500,580,6,new,,,,docs/research/PRODUCTION_600_YEARS.md
ceramic_glaze_formulation,production,Glazed pottery,555,515,595,8,catalog,,yes,,docs/research/PRODUCTION_600_YEARS.md
refractory_body_trials,production,Refractory clay bodies tested,565,525,605,5,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
ceramic_crucibles,production,Refractory crucibles,570,530,610,6,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
crucible_glass_melting,production,Glass melted in crucibles,580,540,620,8,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
core_formed_glass,production,Core-formed glass vessels,590,550,640,12,catalog,,yes,,docs/research/PRODUCTION_600_YEARS.md
tapestry_weaving,production,Tapestry weave on the upright loom,595,555,640,6,new,,,,docs/research/PRODUCTION_600_YEARS.md
refractory_brick_firing,production,Fired refractory bricks for furnace linings,600,560,640,6,catalog,,,,docs/research/PRODUCTION_600_YEARS.md
common_ground_marking,infrastructure,Common ground marked out for building,2,0,5,1,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
hazard_landmark_memory,infrastructure,Hazard landmark memory,3,0,6,1.5,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
drainage,infrastructure,Surface water led away from sleeping places,4,0,8,2,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
sightline_staking,infrastructure,House plots staked by sightline,6,1,10,1.5,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
site_clearing_assessment,infrastructure,Site-clearing judgment,8,2,12,1.5,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
joinery,infrastructure,Lashed and notched pole joints,10,3,15,2,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
well_siting,infrastructure,Wells sited by seepage and plants,12,4,18,3,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
clay_lined_storage_pits,infrastructure,Clay-lined storage pits,14,5,20,2,new,nutrition,,,docs/research/INFRASTRUCTURE_600_YEARS.md
flood_mark_reading,infrastructure,High-water marks read from banks,15,6,22,1.5,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
adobe_wall_construction,infrastructure,Hand-formed mud lumps and adobe walls,18,6,25,3,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
framed_construction,infrastructure,Earth-fast post-and-beam longhouse,20,8,28,5,catalog,,yes,,docs/research/INFRASTRUCTURE_600_YEARS.md
wattle_and_daub_walls,infrastructure,Wattle-and-daub walls,24,10,32,3,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
thatched_roofing,infrastructure,Reed and straw thatch,26,10,35,3,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
dry_stone_walls,infrastructure,Dry-stone walls for pens and terraces,28,12,38,3,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
lined_well_shafts,infrastructure,Timber- and wattle-lined well shafts,32,15,42,4,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
flood_house_mounds,infrastructure,House mounds raised above flood,36,18,45,3,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
stone_wall_footings,infrastructure,Stone footings under earthen walls,40,20,50,3,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
flat_clay_roofs,infrastructure,"Flat roofs of beams, reeds and packed clay",44,22,55,3,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
mould_made_mudbricks,infrastructure,Mould-made mudbricks,48,25,65,6,new,,yes,,docs/research/INFRASTRUCTURE_600_YEARS.md
lime_plastered_floors,infrastructure,Lime-plastered floors and walls,52,28,70,4,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
wedges_and_levers,infrastructure,"Wedges, levers and rollers for heavy stones",55,30,75,3,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
bitumen_sealing,infrastructure,Bitumen waterproofing for floors and sills,58,32,80,4,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
footing_soil_judging,infrastructure,Footing soil judged before building,72,45,100,2,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
refuge_point_designation,infrastructure,Refuge points agreed before floods,75,48,105,2,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
megalith_raising,infrastructure,"Megaliths raised with earth ramps, levers and ropes",80,50,115,8,new,,yes,,docs/research/INFRASTRUCTURE_600_YEARS.md
seasonal_path_maintenance,infrastructure,Paths repaired each season,88,55,120,2,era,logistics,,,docs/research/INFRASTRUCTURE_600_YEARS.md
central_hall_houses,infrastructure,Tripartite central-hall house,95,60,130,6,new,,yes,,docs/research/INFRASTRUCTURE_600_YEARS.md
river_supply_channels,infrastructure,Supply channels dug from river to settlement,105,70,140,6,new,nutrition,,,docs/research/INFRASTRUCTURE_600_YEARS.md
bracing_inspection_rounds,infrastructure,Bracing inspection rounds,115,80,150,2,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
communal_upkeep_scheduling,infrastructure,Communal upkeep scheduling,120,85,155,2,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
dwelling_site_orientation,infrastructure,Dwellings oriented to sun and wind,122,85,160,3,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
storm_response_drill,infrastructure,Storm response drill,125,90,160,2,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
flood_levees,infrastructure,Earthen dykes and levees against floods,135,95,175,8,new,,yes,,docs/research/INFRASTRUCTURE_600_YEARS.md
shrine_terraces,infrastructure,Shrine terrace of packed earth and brick,150,110,190,10,new,culture,yes,culture@170: The god's house raised on a platform above the town,docs/research/INFRASTRUCTURE_600_YEARS.md
corner_squaring_method,infrastructure,Corners squared with a cord triangle,155,115,195,2,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
public_space_allocation,infrastructure,Public space allocated,158,118,198,2,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
warning_call_relay,infrastructure,Warning calls relayed,160,120,200,2,era,security,,,docs/research/INFRASTRUCTURE_600_YEARS.md
courtyard_storerooms,infrastructure,Storerooms with sealed doors around a court,170,130,210,5,new,nutrition,,,docs/research/INFRASTRUCTURE_600_YEARS.md
timber_post_beam_connections,infrastructure,Mortised post-and-beam frames cut with copper chisels,180,140,220,5,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
niched_brick_facades,infrastructure,Buttressed and niched mudbrick façades,190,150,230,8,new,,yes,,docs/research/INFRASTRUCTURE_600_YEARS.md
rainwater_cisterns,infrastructure,Lime-plastered rainwater cisterns,200,160,240,6,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
stone_lined_drains,infrastructure,Stone-lined lane drains,210,170,250,5,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
wedge_and_fire_quarrying,infrastructure,"Quarrying with wedges, pounders and fire",220,180,260,5,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
clay_pipe_forming,infrastructure,Fired clay drain pipes,235,195,275,10,catalog,,yes,,docs/research/INFRASTRUCTURE_600_YEARS.md
course_leveling_practice,infrastructure,Courses levelled as walls rise,240,200,280,2,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
ground_bearing_assessment,infrastructure,Ground bearing assessment,242,200,280,3,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
post_disaster_damage_survey,infrastructure,Damage surveyed after a disaster,245,205,285,2,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
runoff_grade_reading,infrastructure,Runoff grade reading,248,205,290,3,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
ceramic_pipe_firing_qualification,infrastructure,Pipe sections fired to a tested standard,255,215,295,6,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
courtyard_houses,infrastructure,Multi-room courtyard houses,260,220,300,5,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
load_path_reading,infrastructure,Load path reading,268,228,305,3,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
shared_work_crew_rotation,infrastructure,Shared work crew rotation,270,230,310,2,era,labor,,,docs/research/INFRASTRUCTURE_600_YEARS.md
corbelled_vaults,infrastructure,Corbelled stone vaults and passages,275,235,315,8,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
post_storm_resource_pooling,infrastructure,Resources pooled after a storm,285,245,325,2,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
diversion_dams,infrastructure,Rubble diversion dams and reservoirs,290,250,330,8,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
town_enclosure_walls,infrastructure,Mudbrick town enclosure wall,300,260,340,12,new,security,yes,,docs/research/INFRASTRUCTURE_600_YEARS.md
herringbone_plano_convex_brick,infrastructure,Plano-convex brick laid in herringbone courses,315,285,345,4,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
kiln_fired_bricks,infrastructure,Kiln-fired bricks for wet courses,330,290,370,8,new,,yes,,docs/research/INFRASTRUCTURE_600_YEARS.md
gypsum_mortar,infrastructure,Gypsum mortar for stone and brick,340,300,380,5,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
dressed_stone_masonry,infrastructure,Dressed-stone masonry with copper tools,350,310,390,12,new,,yes,,docs/research/INFRASTRUCTURE_600_YEARS.md
rammed_earth_construction,infrastructure,Pounded-earth walls in board forms,360,320,400,6,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
stepped_stone_tombs,infrastructure,"Stepped stone tomb: ramps, sledges and wetted tracks",370,330,410,15,new,,yes,,docs/research/INFRASTRUCTURE_600_YEARS.md
public_works_priority_review,infrastructure,Public works priority review,378,340,415,2,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
structural_repair_triage,infrastructure,Structural repair triage,380,340,420,2,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
seasonal_hazard_calendar,infrastructure,Seasonal hazard calendar,382,345,420,2,era,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
lime_mortar,infrastructure,Lime mortar for stone and brick courses,385,345,425,8,catalog,,yes,,docs/research/INFRASTRUCTURE_600_YEARS.md
wedge_brick_well_lining,infrastructure,Well shafts lined with wedge-shaped bricks,390,350,430,5,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
wadi_dams,infrastructure,Stone-faced dam across a wadi,395,355,435,10,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
fired_roof_tiles,infrastructure,Fired roof tiles,400,360,440,6,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
upper_storeys,infrastructure,Upper storeys on timber joists,405,365,445,5,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
bitumen_bedded_brick,infrastructure,Bitumen-bedded brick for baths and drains,410,370,450,4,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
covered_sewers,infrastructure,Brick-covered street drains,420,380,460,10,catalog,,yes,,docs/research/INFRASTRUCTURE_600_YEARS.md
rigid_pipe_bedding,infrastructure,"Pipes laid in bedded, graded trenches",425,385,465,5,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
standard_brick_proportions,infrastructure,Standard brick proportions (1:2:4),430,390,470,4,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
masonry_bond_patterns,infrastructure,Header-and-stretcher brick bonds,435,395,475,4,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
urban_street_plans,infrastructure,Planned street grid with house blocks,440,400,480,12,catalog,,yes,,docs/research/INFRASTRUCTURE_600_YEARS.md
building_drainage_coordination,infrastructure,Roof runoff led into drains,445,405,485,4,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
ventilated_granaries,infrastructure,Raised granary with air channels,450,410,490,6,new,nutrition,,,docs/research/INFRASTRUCTURE_600_YEARS.md
pitched_brick_vaults,infrastructure,Pitched-brick barrel vaults without centering,455,415,495,8,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
shaduf_water_lift,infrastructure,Shaduf water lift,460,420,500,4,new,nutrition,,,docs/research/INFRASTRUCTURE_600_YEARS.md
reed_mat_brick_layers,infrastructure,Reed-mat and cable layers in mass brick,470,430,510,5,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
stepped_temple_towers,infrastructure,Stepped temple tower of solid brick,480,440,520,20,new,,yes,,docs/research/INFRASTRUCTURE_600_YEARS.md
brick_mass_drain_shafts,infrastructure,Drain shafts through a brick mass,490,450,530,4,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
wooden_log_conduits,infrastructure,Hollowed-log water channels,500,460,540,3,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
clay_pipe_socket_jointing,infrastructure,"Tapered, socketed terracotta pipes",510,470,550,8,catalog,,yes,,docs/research/INFRASTRUCTURE_600_YEARS.md
timber_splice_connections,infrastructure,Scarf joints for long timber beams,520,480,560,4,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
light_wells,infrastructure,Light wells and ventilated rooms,530,490,570,4,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
building_shading_design,infrastructure,Eaves and screens shading walls,540,500,580,4,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
ceramic_pipe_fit_gauges,infrastructure,Gauges for pipe socket fit,550,510,590,4,catalog,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
ashlar_masonry,infrastructure,Ashlar courses fitted without mortar,560,520,600,8,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
mine_shoring,infrastructure,Mine galleries propped with timber,570,530,610,6,catalog,production,,,docs/research/INFRASTRUCTURE_600_YEARS.md
cistern_flushed_drains,infrastructure,Palace drains flushed from roof cisterns,580,540,620,6,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
timber_laced_walls,infrastructure,Rubble walls laced with timber against earthquakes,590,550,630,6,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
colonnaded_porticoes,infrastructure,Colonnaded porticoes on stone bases,600,560,640,6,new,,,,docs/research/INFRASTRUCTURE_600_YEARS.md
edible_resource_recognition,nutrition,"Edible plants, roots and seeds known by season",2,0,7,1.5,catalog,,,,docs/research/NUTRITION_600_YEARS.md
ember_tending,nutrition,Ember tending: carrying and banking fire,3,0,8,1.5,catalog,,,,docs/research/NUTRITION_600_YEARS.md
hearth_heat_retention,nutrition,Hearth heat held with stones and banked ash,4,1,9,1.5,catalog,,,,docs/research/NUTRITION_600_YEARS.md
food_pounding_mortars,nutrition,Pounding food in stone mortars,5,2,10,1.5,catalog,,,,docs/research/NUTRITION_600_YEARS.md
nut_kernel_shelling,nutrition,Cracking and shelling nuts,5,2,10,1.5,catalog,,,,docs/research/NUTRITION_600_YEARS.md
food_drying,nutrition,"Sun and wind drying of fish, meat and fruit",6,3,11,2,catalog,,,,docs/research/NUTRITION_600_YEARS.md
seed_selection,nutrition,Sowing kept seed from the best plants,7,4,12,2,catalog,,,,docs/research/NUTRITION_600_YEARS.md
friction_fire_ignition,nutrition,Fire by drilling wood,8,5,13,2,catalog,,,,docs/research/NUTRITION_600_YEARS.md
hearth_roasting_control,nutrition,"Hearth roasting on coals, spits and hot stones",8,5,13,2,catalog,,,,docs/research/NUTRITION_600_YEARS.md
seasonal_protein_sourcing,nutrition,"Seasonal protein: fish runs, fowl moults, calving",9,6,14,2,era,,,,docs/research/NUTRITION_600_YEARS.md
percussion_fire_ignition,nutrition,Fire by striking stone,10,5,20,2,catalog,,,,docs/research/NUTRITION_600_YEARS.md
varied_forage_rotation,nutrition,Varied forage rounds through the year,10,5,20,2,era,,,,docs/research/NUTRITION_600_YEARS.md
smoking,nutrition,Smoke-curing fish and meat,11,6,21,2.5,catalog,,,,docs/research/NUTRITION_600_YEARS.md
root_grating_dewatering,nutrition,Grating and squeezing starchy roots,12,7,22,2,catalog,,,,docs/research/NUTRITION_600_YEARS.md
pest_deterrent_storage_herbs,nutrition,Pest-repelling herbs laid in stores,13,8,23,2,era,,,,docs/research/NUTRITION_600_YEARS.md
fruit_pulp_screening,nutrition,Screening fruit pulp from skins and stones,15,10,25,2,catalog,,,,docs/research/NUTRITION_600_YEARS.md
animal_taming,nutrition,"Penned herds: sheep, goats, cattle, pigs",16,11,26,3,catalog,ecology,,,docs/research/NUTRITION_600_YEARS.md
soil_exhaustion_recognition,nutrition,Tired ground noticed: yields fall on one plot,17,12,27,2,era,ecology,,,docs/research/NUTRITION_600_YEARS.md
plot_yield_memory,nutrition,Remembered yields for each plot,18,8,28,2,era,,,,docs/research/NUTRITION_600_YEARS.md
acorn_leaching,nutrition,Leaching bitterness from acorns,19,9,29,3,catalog,,,,docs/research/NUTRITION_600_YEARS.md
pulse_splitting,nutrition,"Splitting pulses: lentil, pea, chickpea",20,10,30,2,catalog,,,,docs/research/NUTRITION_600_YEARS.md
earth_oven_cooking,nutrition,Earth-oven cooking in pits,22,12,32,3,catalog,,,,docs/research/NUTRITION_600_YEARS.md
fish_weirs_and_traps,nutrition,"Fish weirs, basket traps and sinker nets for fish and fowl",23,13,33,3,new,,,,docs/research/NUTRITION_600_YEARS.md
grain_moisture_watch,nutrition,Grain dried and turned against damp,24,14,34,2,era,,,,docs/research/NUTRITION_600_YEARS.md
milking,nutrition,"Milking goats, sheep and cows",25,15,35,3,new,,yes,,docs/research/NUTRITION_600_YEARS.md
indirect_solar_food_drying,nutrition,Shaded drying racks,26,16,41,2,catalog,,,,docs/research/NUTRITION_600_YEARS.md
crop_calendars,nutrition,Crop calendar for sowing and harvest,27,17,42,3,catalog,ecology,,,docs/research/NUTRITION_600_YEARS.md
threshing_frames,nutrition,Threshing on beaten floors,28,18,43,3,catalog,,,,docs/research/NUTRITION_600_YEARS.md
winnowing_practice,nutrition,Winnowing chaff in the wind,30,20,45,2,catalog,,,,docs/research/NUTRITION_600_YEARS.md
saddle_quern_grinding,nutrition,Grinding grain on saddle querns,32,22,47,3,new,,,,docs/research/NUTRITION_600_YEARS.md
cereal_dehulling,nutrition,Hulling emmer and barley in mortars,34,24,49,2,catalog,,,,docs/research/NUTRITION_600_YEARS.md
hand_dough_forming,nutrition,Kneading dough by hand,35,25,50,2,catalog,,,,docs/research/NUTRITION_600_YEARS.md
deliberate_milk_souring,nutrition,Soured milk kept as a thick curd,36,26,51,2,era,,,,docs/research/NUTRITION_600_YEARS.md
food_steaming_vessels,nutrition,Steaming food over boiling pots,40,25,55,3,catalog,,,,docs/research/NUTRITION_600_YEARS.md
controlled_baking,nutrition,Flatbread baked on hot stones and griddles,42,27,62,3,catalog,,,,docs/research/NUTRITION_600_YEARS.md
seed_cleaning,nutrition,Seed cleaning with sieves and hand sorting,46,31,66,3,catalog,,,,docs/research/NUTRITION_600_YEARS.md
drive_hunts,nutrition,"Drive hunts with fences, funnels and pits",48,33,68,4,new,,,,docs/research/NUTRITION_600_YEARS.md
seed_reserves,nutrition,Seed stock kept apart from eating grain,52,37,72,4,catalog,,,,docs/research/NUTRITION_600_YEARS.md
hermetic_grain_storage,nutrition,Grain sealed in pots and plastered pits,55,40,75,5,catalog,,,,docs/research/NUTRITION_600_YEARS.md
wild_honey_smoking,nutrition,Honey taken from wild hives with smoke,58,38,78,2,new,,,,docs/research/NUTRITION_600_YEARS.md
grain_malting,nutrition,"Sprouted, dried grain (malt)",60,40,85,4,catalog,,,,docs/research/NUTRITION_600_YEARS.md
starch_washing_separation,nutrition,Washing starch from pounded roots and grain,62,42,87,3,catalog,,,,docs/research/NUTRITION_600_YEARS.md
resin_sealed_wine,nutrition,Wine from grapes kept in resin-sealed jars,65,45,90,5,new,,,,docs/research/NUTRITION_600_YEARS.md
pressed_cheese,nutrition,Cheese from curd pressed in pierced strainers,70,50,95,5,new,,yes,,docs/research/NUTRITION_600_YEARS.md
managed_fallow,nutrition,Resting a field for a season,72,52,97,4,catalog,ecology,,,docs/research/NUTRITION_600_YEARS.md
batch_labeling_by_harvest,nutrition,Harvest batches marked by season,75,55,105,3,era,,,,docs/research/NUTRITION_600_YEARS.md
root_cellars,nutrition,Root cellars,80,55,110,4,catalog,,,,docs/research/NUTRITION_600_YEARS.md
raised_granaries,nutrition,Raised granaries on posts,85,60,115,5,catalog,infrastructure,,infrastructure@65: Raised timber floors in storehouses,docs/research/NUTRITION_600_YEARS.md
leafy_green_incorporation,nutrition,Leafy greens gathered and grown for the pot,90,65,120,2,era,,,,docs/research/NUTRITION_600_YEARS.md
cutting_propagation,nutrition,"Planting from cuttings: fig, olive and vine",95,70,130,6,new,,,,docs/research/NUTRITION_600_YEARS.md
mixed_grain_legume_meals,nutrition,Grain eaten with pulses,100,70,135,3,era,,,,docs/research/NUTRITION_600_YEARS.md
manure_field_spreading,nutrition,Manure from penned stock spread on fields,104,74,139,4,era,ecology,,,docs/research/NUTRITION_600_YEARS.md
reserve_allocation_priority,nutrition,"Reserve order: seed first, then children",106,76,141,3,era,,,,docs/research/NUTRITION_600_YEARS.md
flour_sifting,nutrition,Sifting flour through reed and cloth sieves,110,80,150,3,catalog,,,,docs/research/NUTRITION_600_YEARS.md
offshoot_date_planting,nutrition,Date palms planted from offshoots,112,82,152,5,new,,,,docs/research/NUTRITION_600_YEARS.md
fermentation_control,nutrition,Fermenting grain and fruit in vessels,116,86,156,8,catalog,,yes,,docs/research/NUTRITION_600_YEARS.md
staggered_meal_timing,nutrition,Staggered meal times,120,85,160,2,era,,,,docs/research/NUTRITION_600_YEARS.md
ash_field_amendment,nutrition,Ash spread on fields,122,87,162,3,era,ecology,,,docs/research/NUTRITION_600_YEARS.md
irrigation_schedules,nutrition,Irrigation turns between households,126,91,166,6,catalog,infrastructure,,,docs/research/NUTRITION_600_YEARS.md
communal_meal_variety_rules,nutrition,Varied meals from the common pot,135,100,175,3,era,,,,docs/research/NUTRITION_600_YEARS.md
ox_drawn_ard,nutrition,Ox teams yoked to the ard,145,105,185,8,new,production,yes,,docs/research/NUTRITION_600_YEARS.md
reserve_moisture_barrier_layering,nutrition,Stores layered against damp,150,110,190,3,era,,,,docs/research/NUTRITION_600_YEARS.md
salting_fish_meat,nutrition,Salting fish and meat,155,115,195,4,new,,,,docs/research/NUTRITION_600_YEARS.md
planting_density_adjustment,nutrition,Planting density matched to ground,158,118,198,3,era,,,,docs/research/NUTRITION_600_YEARS.md
butter_churning,nutrition,Butter churned from milk,172,132,212,4,new,,,,docs/research/NUTRITION_600_YEARS.md
winter_fodder,nutrition,Winter fodder cut and stored for stock,180,140,220,5,new,,,,docs/research/NUTRITION_600_YEARS.md
intercrop_pairing_lore,nutrition,Paired crops in one field,195,155,235,4,era,,,,docs/research/NUTRITION_600_YEARS.md
clay_dome_ovens,nutrition,Clay dome ovens for bread,200,160,240,6,new,,,,docs/research/NUTRITION_600_YEARS.md
portion_allotment_customs,nutrition,Portions allotted by household,208,168,248,3,era,,,,docs/research/NUTRITION_600_YEARS.md
shared_reserve_access_rules,nutrition,Rules for drawing on the shared reserve,212,172,252,3,era,,,,docs/research/NUTRITION_600_YEARS.md
barley_beer,nutrition,Barley beer brewed from malt and bread,220,180,260,8,new,,yes,,docs/research/NUTRITION_600_YEARS.md
seasonal_diet_diversification,nutrition,Seasonal diet planned against lean months,226,186,266,4,era,,,,docs/research/NUTRITION_600_YEARS.md
layered_pit_storage,nutrition,Layered storage pits,228,188,268,4,era,,,,docs/research/NUTRITION_600_YEARS.md
field_rest_scheduling,nutrition,Field-rest schedule,232,192,272,5,era,ecology,,,docs/research/NUTRITION_600_YEARS.md
dried_fruit_cakes,nutrition,"Dried-fruit cakes: figs, dates and raisins",245,205,285,3,new,,,,docs/research/NUTRITION_600_YEARS.md
kitchen_gardens,nutrition,"Kitchen gardens: onion, garlic, leek, lettuce",260,220,300,5,new,,,,docs/research/NUTRITION_600_YEARS.md
grain_parboiling,nutrition,Parboiling grain before drying,290,250,330,4,catalog,,,,docs/research/NUTRITION_600_YEARS.md
stock_rotation,nutrition,"Stores rotated by date, oldest used first",305,265,345,4,catalog,,,,docs/research/NUTRITION_600_YEARS.md
brine_fermentation,nutrition,Vegetables and fish fermented in brine,315,275,355,6,catalog,,,,docs/research/NUTRITION_600_YEARS.md
spoilage_inspection,nutrition,Store keepers inspect jars and cull spoilage,325,285,365,4,new,,,,docs/research/NUTRITION_600_YEARS.md
regional_granaries,nutrition,Inspected regional granaries,335,295,375,12,catalog,institutions,yes,,docs/research/NUTRITION_600_YEARS.md
ghee,nutrition,Ghee: butter clarified for keeping,345,305,385,4,new,,,,docs/research/NUTRITION_600_YEARS.md
legume_field_interplanting,nutrition,Legumes interplanted in grain fields,355,315,395,6,era,ecology,,,docs/research/NUTRITION_600_YEARS.md
reserve_rotation_ledgers,nutrition,Reserve rotation ledgers,360,320,400,5,era,,,,docs/research/NUTRITION_600_YEARS.md
weaning_food_customs,nutrition,Soft weaning foods customary,365,325,405,3,era,,,,docs/research/NUTRITION_600_YEARS.md
named_beers,nutrition,Named beers by grain and strength,375,335,415,6,new,,,,docs/research/NUTRITION_600_YEARS.md
marked_wine_jars,nutrition,Wine jars sealed and marked by estate and year,385,345,425,5,new,,,,docs/research/NUTRITION_600_YEARS.md
fattened_geese_ducks,nutrition,Geese and ducks penned and fattened on grain,395,355,435,6,new,,,,docs/research/NUTRITION_600_YEARS.md
work_gang_bakeries,nutrition,Bakeries and breweries feeding work gangs,400,360,440,8,new,labor,,"labor@410: Water carriers, cooks and bakers assigned to crews",docs/research/NUTRITION_600_YEARS.md
stocked_fish_ponds,nutrition,Fish ponds stocked from the river,405,365,445,8,new,ecology,yes,ecology@395: Fish ponds stocked in canals and basins,docs/research/NUTRITION_600_YEARS.md
hive_beekeeping,nutrition,Bees kept in clay and reed hives,415,375,455,10,new,ecology,yes,ecology@420: Hive keeping in clay-pipe hives,docs/research/NUTRITION_600_YEARS.md
sesame_oil,nutrition,Sesame grown for oil,425,385,465,6,new,,,,docs/research/NUTRITION_600_YEARS.md
stall_fattened_cattle,nutrition,Stall-fattened cattle for feasts,430,390,470,5,new,,,,docs/research/NUTRITION_600_YEARS.md
jarred_salt_fish,nutrition,Salted fish packed in jars for exchange,438,398,478,5,new,,,,docs/research/NUTRITION_600_YEARS.md
fodder_barley,nutrition,Fodder barley grown for draught oxen and asses,445,405,485,6,new,,,,docs/research/NUTRITION_600_YEARS.md
graded_rations,nutrition,"Rations scaled by age, sex and work",465,425,505,8,new,institutions,yes,,docs/research/NUTRITION_600_YEARS.md
beam_olive_press,nutrition,Beam-and-weight olive press,475,435,515,10,new,production,,,docs/research/NUTRITION_600_YEARS.md
