id	line	design_year	effect	before	after
irrigation_schedules	nutrition	126	cultivation_yield	0.12	0.0117
irrigation_schedules	nutrition	126	soil_productivity	0.04	0.0073
irrigation_schedules	nutrition	126	state_capacity	0.04	0.0184
batch_sizing_by_fatigue	labor	130	fatigue	-0.02	-0.0019
batch_sizing_by_fatigue	labor	130	labor_efficiency	0.0093	0.0009
fire_smoke_signaling	knowledge	130	security_efficiency	0.02	0.0077
fire_smoke_signaling	knowledge	130	task_coordination	0.002	0.0003
offering_keepers	institutions	130	knowledge_preservation	0.0032	0.0019
offering_keepers	institutions	130	state_capacity	0.004	0.0018
offering_keepers	institutions	130	storage_loss	-0.015	-0.0024
reed_bed_rotation	ecology	130	ecological_pressure	-0.006	-0.0016
reed_bed_rotation	ecology	130	ecology_recovery	0.0101	0.0024
textile_dye_extraction	production	130	craft_output	0.003	0.0005
textile_dye_extraction	production	130	trade_capacity	0.009	0.0034
traveling_storyteller_exchange	culture	130	cohesion	0.002	0.0003
traveling_storyteller_exchange	culture	130	knowledge_preservation	0.0048	0.0029
newcomer_intermarriage	demography	132	cohesion	0.01	0.0017
communal_meal_variety_rules	nutrition	135	cohesion	0.0039	0.0007
communal_meal_variety_rules	nutrition	135	nutrition_quality	0.03	0.0036
elder_instruction_days	labor	135	knowledge_preservation	0.0103	0.0062
elder_instruction_days	labor	135	labor_efficiency	0.007	0.0007
flood_levees	infrastructure	135	cohesion	0.005	0.0009
flood_levees	infrastructure	135	cultivation_yield	0.01	0.001
flood_levees	infrastructure	135	disaster_resilience	0.045	0.007
graveside_libations	culture	135	cohesion	0.0039	0.0007
head_shaving_lice	health	135	disease_exposure	-0.006	-0.0006
intervillage_tribute_reconciliation	institutions	135	state_capacity	0.0034	0.0016
intervillage_tribute_reconciliation	institutions	135	task_coordination	0.002	0.0003
ox_drawn_sledges	logistics	135	construction_rate	0.01	0.0032
ox_drawn_sledges	logistics	135	fatigue	-0.01	-0.0009
ox_drawn_sledges	logistics	135	haul_capacity	0.0237	0.0062
ox_drawn_sledges	logistics	135	labor_efficiency	0.01	0.0009
paired_veteran_mentoring	security	135	warfare_readiness	0.0081	0.0036
cross_bearing_confirmation	knowledge	140	task_coordination	0.002	0.0003
household_labor_borrowing	labor	140	cohesion	0.0058	0.001
household_labor_borrowing	labor	140	labor_efficiency	0.0093	0.0009
lead_smelting	production	140	extraction_yield	0.01	0.0077
long_distance_axe_trade	logistics	140	cohesion	0.005	0.0009
long_distance_axe_trade	logistics	140	tool_quality	0.01	0.0019
long_distance_axe_trade	logistics	140	trade_capacity	0.02	0.0075
paramount_chiefdom	institutions	140	state_capacity	0.019	0.0087
paramount_chiefdom	institutions	140	task_coordination	0.021	0.0034
paramount_chiefdom	institutions	140	warfare_readiness	0.02	0.0089
satellite_hamlets	demography	140	ecological_pressure	-0.015	-0.0039
satellite_hamlets	demography	140	housing_output	0.03	0.0093
satellite_hamlets	demography	140	route_speed	0.005	0.0026
satellite_hamlets	demography	140	security_efficiency	0.006	0.0023
cast_copper_weapons	security	145	craft_output	0.01	0.0016
cast_copper_weapons	security	145	warfare_readiness	0.0162	0.0072
disaster_memory_markers	culture	145	disaster_risk	-0.015	-0.0016
disaster_memory_markers	culture	145	knowledge_preservation	0.0033	0.002
knotted_record_systems	knowledge	145	knowledge_preservation	0.013	0.0078
knotted_record_systems	knowledge	145	state_capacity	0.004	0.0018
knotted_record_systems	knowledge	145	task_coordination	0.0042	0.0007
mediated_restitution_custom	institutions	145	cohesion	0.002	0.0003
ox_drawn_ard	nutrition	145	cultivation_yield	0.07	0.0068
ox_drawn_ard	nutrition	145	labor_efficiency	0.02	0.0019
paired_ox_yoke	logistics	145	cultivation_yield	0.015	0.0015
paired_ox_yoke	logistics	145	haul_capacity	0.0237	0.0062
paired_ox_yoke	logistics	145	labor_efficiency	0.01	0.0009
runner_relays_between_work_sites	labor	145	task_coordination	0.0091	0.0015
sickbed_distance_norms	health	147	disease_exposure	-0.02	-0.002
hearth_hazard_proofing	demography	148	injury_risk	-0.0128	-0.0023
hearth_hazard_proofing	demography	148	neonatal_survival	0.02	0.0018
communal_catch_limits	ecology	150	cohesion	0.0058	0.0012
communal_catch_limits	ecology	150	ecological_pressure	-0.0241	-0.0049
communal_catch_limits	ecology	150	ecology_recovery	0.0202	0.0042
communal_catch_limits	ecology	150	foraging_yield	0.02	0.0025
grief_support_customs	culture	150	cohesion	0.003	0.0006
grief_support_customs	culture	150	fatigue	-0.01	-0.0012
marked_storage_registers	knowledge	150	food_storage	0.01	0.0011
marked_storage_registers	knowledge	150	knowledge_preservation	0.0048	0.0028
neighbor_shelter_pledges	security	150	cohesion	0.0078	0.0017
neighbor_shelter_pledges	security	150	disaster_resilience	0.02	0.0067
pack_animals	logistics	150	fatigue	-0.02	-0.0024
pack_animals	logistics	150	haul_capacity	0.0473	0.013
pack_animals	logistics	150	logistics_endurance	0.06	0.0223
pack_animals	logistics	150	route_speed	0.0161	0.0056
pack_animals	logistics	150	trade_capacity	0.0267	0.0033
recovery_diet_customs	health	150	health_protection	0.0176	0.0045
recovery_diet_customs	health	150	nutrition_quality	0.015	0.0094
reserve_moisture_barrier_layering	nutrition	150	food_spoilage	-0.02	-0.0015
reserve_moisture_barrier_layering	nutrition	150	storage_loss	-0.025	-0.0031
salt_working	nutrition	150	food_spoilage	-0.08	-0.0062
salt_working	nutrition	150	health_protection	0.01	0.0026
salt_working	nutrition	150	trade_capacity	0.06	0.0075
seed_oil_pressing	production	150	craft_output	0.003	0.0012
seed_oil_pressing	production	150	storage_loss	-0.005	-0.0006
shared_labor_registers	institutions	150	state_capacity	0.0034	0.0009
shrine_terraces	infrastructure	150	cohesion	0.01	0.0021
shrine_terraces	infrastructure	150	construction_rate	0.006	0.0018
shrine_terraces	infrastructure	150	legitimacy	0.018	0.015
shrine_terraces	infrastructure	150	state_capacity	0.006	0.0016
sibling_age_gap_norms	demography	150	cohesion	0.0039	0.0008
sibling_age_gap_norms	demography	150	neonatal_survival	0.02	0.011
load_bundling_by_weight	logistics	152	haul_capacity	0.0095	0.0026
load_bundling_by_weight	logistics	152	labor_efficiency	0.007	0.0011
obstructed_labor_recognition	demography	152	disease_exposure	-0.01	-0.0028
obstructed_labor_recognition	demography	152	maternal_safety	0.03	0.011
puzzle_riddle_contests	culture	152	cohesion	0.002	0.0004
puzzle_riddle_contests	culture	152	knowledge_preservation	0.0022	0.0013
refuse_pit_rotation	ecology	152	pollution	-0.0159	-0.0018
rotating_watch_captaincy	security	152	cohesion	0.0058	0.0012
rotating_watch_captaincy	security	152	warfare_readiness	0.0081	0.004
sunset_rule_custom	institutions	152	legitimacy	0.002	0.0017
sunset_rule_custom	institutions	152	task_coordination	0.002	0.0005
fire_tending_safeguards	health	153	disaster_risk	-0.0111	-0.0017
fire_tending_safeguards	health	153	injury_risk	-0.0172	-0.0022
rotating_speaker_order	institutions	154	cohesion	0.002	0.0004
rotating_speaker_order	institutions	154	legitimacy	0.002	0.0017
seasonal_storage_sleeping_swap	demography	154	food_storage	0.015	0.0017
seasonal_storage_sleeping_swap	demography	154	housing_output	0.02	0.0113
corner_squaring_method	infrastructure	155	construction_rate	0.03	0.0092
corner_squaring_method	infrastructure	155	tool_quality	0.01	0.0028
festival_wrestling_races	culture	155	cohesion	0.0026	0.0006
festival_wrestling_races	culture	155	fatigue	-0.005	-0.0006
festival_wrestling_races	culture	155	warfare_readiness	0.01	0.0049
full_time_specialists	labor	155	craft_output	0.01	0.0039
full_time_specialists	labor	155	labor_efficiency	0.0044	0.0007
full_time_specialists	labor	155	tool_quality	0.004	0.0011
rest_stop_spacing_custom	logistics	155	fatigue	-0.02	-0.0024
rest_stop_spacing_custom	logistics	155	route_speed	0.0081	0.0028
salting_fish_meat	nutrition	155	food_spoilage	-0.04	-0.0031
salting_fish_meat	nutrition	155	food_storage	0.04	0.0045
salting_fish_meat	nutrition	155	logistics_endurance	0.02	0.0074
salting_fish_meat	nutrition	155	trade_capacity	0.01	0.0013
windbreak_hedgerow_siting	ecology	155	ecological_pressure	-0.012	-0.0024
windbreak_hedgerow_siting	ecology	155	soil_productivity	0.02	0.0055
water_container_cleaning_customs	health	156	disease_exposure	-0.01	-0.0028
water_container_cleaning_customs	health	156	water_safety	0.025	0.0078
standing_arbiter_appointment	institutions	157	legitimacy	0.002	0.0017
standing_arbiter_appointment	institutions	157	state_capacity	0.0034	0.0009
fallback_route_marking	security	158	injury_risk	-0.0128	-0.0017
planting_density_adjustment	nutrition	158	cultivation_yield	0.025	0.0092
public_space_allocation	infrastructure	158	cohesion	0.0039	0.0008
public_space_allocation	infrastructure	158	task_coordination	0.0061	0.0015
root_stock_preservation	ecology	158	ecology_recovery	0.0169	0.0035
root_stock_preservation	ecology	158	foraging_yield	0.015	0.0019
emblem_processions	culture	160	cohesion	0.0052	0.0011
emblem_processions	culture	160	legitimacy	0.0025	0.0021
pest_barrier_maintenance	logistics	160	disease_exposure	-0.01	-0.0028
pest_barrier_maintenance	logistics	160	storage_loss	-0.02	-0.0025
reduction_firing	production	160	craft_output	0.004	0.0016
reduction_firing	production	160	trade_capacity	0.006	0.0008
token_envelopes	knowledge	160	knowledge_preservation	0.024	0.014
token_envelopes	knowledge	160	legitimacy	0.0035	0.0029
token_envelopes	knowledge	160	state_capacity	0.0097	0.0026
token_envelopes	knowledge	160	trade_capacity	0.027	0.0034
warning_call_relay	infrastructure	160	disaster_risk	-0.0149	-0.0023
warning_call_relay	infrastructure	160	task_coordination	0.0061	0.0015
famine_refugee_hosting	demography	162	cohesion	0.006	0.0013
famine_refugee_hosting	demography	162	disaster_resilience	0.015	0.005
famine_refugee_hosting	demography	162	labor_efficiency	0.005	0.0008
famine_refugee_hosting	demography	162	legitimacy	0.006	0.005
balance_beam_weights	knowledge	165	legitimacy	0.002	0.0017
balance_beam_weights	knowledge	165	standardization	0.021	0.0035
balance_beam_weights	knowledge	165	trade_capacity	0.01	0.0013
load_tallies	labor	165	knowledge_preservation	0.005	0.0029
load_tallies	labor	165	labor_efficiency	0.0018	0.0003
load_tallies	labor	165	state_capacity	0.006	0.0016
load_tallies	labor	165	task_coordination	0.015	0.0037
seal_breaking_rights	institutions	165	legitimacy	0.002	0.0017
seal_breaking_rights	institutions	165	state_capacity	0.003	0.0008
seal_breaking_rights	institutions	165	storage_loss	-0.02	-0.0025
shared_trade_escort	logistics	165	injury_risk	-0.0128	-0.0017
shared_trade_escort	logistics	165	trade_capacity	0.0133	0.0017
skin_oiling	health	165	fatigue	-0.004	-0.0005
skin_oiling	health	165	health_protection	0.003	0.0008
skin_oiling	health	165	injury_risk	-0.003	-0.0004
standard_weight_sets	production	165	standardization	0.025	0.0042
standard_weight_sets	production	165	trade_capacity	0.015	0.0019
courtyard_storerooms	infrastructure	170	food_storage	0.05	0.0056
courtyard_storerooms	infrastructure	170	state_capacity	0.006	0.0016
courtyard_storerooms	infrastructure	170	storage_loss	-0.04	-0.005
curing_regimens	nutrition	170	food_spoilage	-0.12	-0.0092
curing_regimens	nutrition	170	food_storage	0.07	0.0079
curing_regimens	nutrition	170	logistics_endurance	0.06	0.0223
flood_silt_fields	ecology	170	cultivation_yield	0.02	0.0073
flood_silt_fields	ecology	170	soil_productivity	0.04	0.011
hearth_counts	demography	170	food_storage	0.008	0.0009
hearth_counts	demography	170	state_capacity	0.015	0.004
hearth_counts	demography	170	task_coordination	0.008	0.002
pack_load_balancing	logistics	170	haul_capacity	0.0142	0.0039
pack_load_balancing	logistics	170	injury_risk	-0.0094	-0.0012
rotating_inspection_duty	knowledge	170	task_coordination	0.0026	0.0006
temple_ration_issue	institutions	170	labor_efficiency	0.015	0.0023
temple_ration_issue	institutions	170	state_capacity	0.006	0.0016
temple_ration_issue	institutions	170	task_coordination	0.0042	0.001
wool_spinning	production	170	craft_output	0.004	0.0016
wool_spinning	production	170	health_protection	0.007	0.0018
wool_spinning	production	170	trade_capacity	0.006	0.0008
butter_churning	nutrition	172	food_output	0.012	0.0058
butter_churning	nutrition	172	food_storage	0.01	0.0011
arsenical_copper	production	175	craft_output	0.004	0.0016
arsenical_copper	production	175	tool_quality	0.012	0.0034
arsenical_copper	production	175	warfare_readiness	0.02	0.0099
pack_saddles	logistics	175	haul_capacity	0.0142	0.0039
pack_saddles	logistics	175	injury_risk	-0.003	-0.0004
pack_saddles	logistics	175	logistics_endurance	0.02	0.0074
traction_fracture_setting	health	175	injury_risk	-0.012	-0.0015
traction_fracture_setting	health	175	labor_efficiency	0.01	0.0015
market_peacekeepers	security	180	injury_risk	-0.01	-0.0013
market_peacekeepers	security	180	trade_capacity	0.0067	0.0008
output_quality_sorting	production	180	craft_output	0.02	0.0079
output_quality_sorting	production	180	standardization	0.02	0.0033
plank_trackways	logistics	180	haul_capacity	0.0047	0.0013
plank_trackways	logistics	180	injury_risk	-0.005	-0.0006
plank_trackways	logistics	180	route_speed	0.0215	0.0074
proverbs	culture	180	cohesion	0.002	0.0004
proverbs	culture	180	knowledge_preservation	0.0064	0.0037
shrine_work_obligations	labor	180	construction_rate	0.0045	0.0014
shrine_work_obligations	labor	180	legitimacy	0.006	0.005
shrine_work_obligations	labor	180	state_capacity	0.018	0.0048
shrine_work_obligations	labor	180	task_coordination	0.015	0.0037
star_rise_markers	knowledge	180	observation_rate	0.029	0.0165
star_rise_markers	knowledge	180	route_speed	0.01	0.0035
timber_post_beam_connections	infrastructure	180	construction_rate	0.0045	0.0014
timber_post_beam_connections	infrastructure	180	housing_output	0.012	0.0068
winter_fodder	nutrition	180	food_output	0.03	0.0144
winter_fodder	nutrition	180	food_storage	0.02	0.0022
wood_pasture	ecology	180	ecological_pressure	-0.006	-0.0012
wood_pasture	ecology	180	ecology_recovery	0.0101	0.0021
wood_pasture	ecology	180	food_output	0.01	0.0048
work_gang_overseers	institutions	180	construction_rate	0.03	0.0092
work_gang_overseers	institutions	180	labor_efficiency	0.02	0.003
work_gang_overseers	institutions	180	task_coordination	0.011	0.0027
carrying_capacity_awareness	demography	182	ecological_pressure	-0.02	-0.004
carrying_capacity_awareness	demography	182	ecology_recovery	0.01	0.0021
carrying_capacity_awareness	demography	182	food_storage	0.012	0.0013
castor_oil_remedies	health	182	health_protection	0.005	0.0013
measure_drift_checking	production	183	standardization	0.03	0.005
measure_drift_checking	production	183	tool_quality	0.01	0.0028
template_based_sizing	production	188	standardization	0.03	0.005
template_based_sizing	production	188	tool_quality	0.01	0.0028
copper_maceheads	security	190	legitimacy	0.01	0.0083
copper_maceheads	security	190	warfare_readiness	0.0121	0.006
healing_chants	health	190	cohesion	0.012	0.0026
healing_chants	health	190	fatigue	-0.004	-0.0005
healing_chants	health	190	legitimacy	0.006	0.005
hereditary_chiefly_rank	institutions	190	legitimacy	0.0037	0.0031
hereditary_chiefly_rank	institutions	190	state_capacity	0.006	0.0016
niched_brick_facades	infrastructure	190	construction_rate	0.006	0.0018
niched_brick_facades	infrastructure	190	disaster_resilience	0.0225	0.0075
niched_brick_facades	infrastructure	190	housing_output	0.012	0.0068
niched_brick_facades	infrastructure	190	legitimacy	0.009	0.0075
sealed_store_doors	logistics	190	food_storage	0.01	0.0011
sealed_store_doors	logistics	190	state_capacity	0.01	0.0027
sealed_store_doors	logistics	190	storage_loss	-0.03	-0.0038
standardized_gesture_code	knowledge	190	task_coordination	0.0024	0.0006
standardized_gesture_code	knowledge	190	trade_capacity	0.005	0.0006
temple_festival_meals	culture	190	cohesion	0.0066	0.0014
temple_festival_meals	culture	190	legitimacy	0.002	0.0017
temple_festival_meals	culture	190	nutrition_quality	0.005	0.0031
coppice_regrowth_cutting	ecology	195	ecology_recovery	0.027	0.0056
intercrop_pairing_lore	nutrition	195	cultivation_yield	0.03	0.011
intercrop_pairing_lore	nutrition	195	soil_productivity	0.02	0.0055
lost_wax_casting	production	195	craft_output	0.008	0.0031
lost_wax_casting	production	195	legitimacy	0.006	0.005
lost_wax_casting	production	195	standardization	0.006	0.001
lost_wax_casting	production	195	tool_quality	0.002	0.0006
lost_wax_casting	production	195	trade_capacity	0.012	0.0015
mutual_aid_pacts	security	195	cohesion	0.0151	0.0032
mutual_aid_pacts	security	195	disaster_risk	-0.0136	-0.0021
tool_handoff_staging	labor	195	labor_efficiency	0.0196	0.003
tool_handoff_staging	labor	195	task_coordination	0.0056	0.0014
comparative_tool_trials	production	198	craft_output	0.01	0.0039
comparative_tool_trials	production	198	tool_quality	0.03	0.0085
dye_vat_runoff_control	ecology	198	pollution	-0.0191	-0.0022
dye_vat_runoff_control	ecology	198	water_safety	0.02	0.0062
river_bathing	health	198	disease_exposure	-0.006	-0.0017
boundary_sighting_marks	knowledge	200	legitimacy	0.002	0.0014
boundary_sighting_marks	knowledge	200	survey_speed	0.03	0.023
boundary_sighting_marks	knowledge	200	task_coordination	0.002	0.0004
clay_dome_ovens	nutrition	200	food_storage	0.01	0.0021
clay_dome_ovens	nutrition	200	labor_efficiency	0.006	0.0008
copper_daggers	security	200	legitimacy	0.005	0.0035
flood_origin_stories	culture	200	cohesion	0.0026	0.0006
flood_origin_stories	culture	200	disaster_resilience	0.01	0.0077
flood_origin_stories	culture	200	knowledge_preservation	0.0048	0.0022
free_adult_assembly	institutions	200	cohesion	0.0052	0.0011
free_adult_assembly	institutions	200	legitimacy	0.0037	0.0026
free_adult_assembly	institutions	200	state_capacity	0.002	0.0008
kin_wards	demography	200	cohesion	0.01	0.0021
kin_wards	demography	200	construction_rate	0.008	0.0016
kin_wards	demography	200	housing_output	0.03	0.0124
plank_extended_dugouts	logistics	200	haul_capacity	0.0142	0.0035
plank_extended_dugouts	logistics	200	route_speed	0.0108	0.0077
rainwater_cisterns	infrastructure	200	disaster_resilience	0.0075	0.0058
rainwater_cisterns	infrastructure	200	water_safety	0.012	0.0024
sapling_protection_customs	ecology	200	ecology_recovery	0.0135	0.0029
sapling_protection_customs	ecology	200	timber_pressure	-0.025	-0.018
cross_party_scheduling	labor	205	labor_efficiency	0.0131	0.0016
cross_party_scheduling	labor	205	task_coordination	0.0084	0.0016
sheet_copper_riveting	production	205	container_capacity	0.01	0.0087
sheet_copper_riveting	production	205	craft_output	0.004	0.0014
portion_allotment_customs	nutrition	208	food_storage	0.02	0.0041
portion_allotment_customs	nutrition	208	nutrition_quality	0.025	0.0043
clay_feel_judging	production	210	craft_output	0.01	0.0034
grain_levy_accounting	institutions	210	state_capacity	0.0049	0.0018
grain_levy_accounting	institutions	210	task_coordination	0.002	0.0004
grazing_ground_recovery_marking	ecology	210	ecological_pressure	-0.009	-0.0026
grazing_ground_recovery_marking	ecology	210	ecology_recovery	0.0202	0.0043
problem_council_sessions	knowledge	210	cohesion	0.002	0.0004
problem_council_sessions	knowledge	210	knowledge_preservation	0.0032	0.0015
problem_council_sessions	knowledge	210	task_coordination	0.0024	0.0005
rank_inlay_ornament	culture	210	craft_output	0.005	0.0017
rank_inlay_ornament	culture	210	legitimacy	0.002	0.0014
rank_inlay_ornament	culture	210	trade_capacity	0.002	0.0006
rotating_command_practice	security	210	cohesion	0.0051	0.0011
rotating_command_practice	security	210	security_efficiency	0.0096	0.0041
seasonal_well_flushing	health	210	disease_exposure	-0.02	-0.0013
seasonal_well_flushing	health	210	water_safety	0.03	0.006
stone_lined_drains	infrastructure	210	disaster_resilience	0.0075	0.0058
stone_lined_drains	infrastructure	210	disease_exposure	-0.03	-0.0019
stone_lined_drains	infrastructure	210	sanitation	0.024	0.0129
stone_lined_drains	infrastructure	210	water_safety	0.006	0.0012
shared_reserve_access_rules	nutrition	212	cohesion	0.0058	0.0012
shared_reserve_access_rules	nutrition	212	food_storage	0.02	0.0041
fixed_worker_rations	labor	215	fatigue	-0.0105	-0.0014
fixed_worker_rations	labor	215	labor_efficiency	0.0066	0.0008
fixed_worker_rations	labor	215	nutrition_quality	0.01	0.0017
fixed_worker_rations	labor	215	state_capacity	0.012	0.0045
tributary_villages	institutions	215	food_storage	0.02	0.0041
tributary_villages	institutions	215	legitimacy	0.002	0.0014
tributary_villages	institutions	215	state_capacity	0.008	0.003
barley_beer	nutrition	220	cohesion	0.012	0.0026
barley_beer	nutrition	220	food_storage	0.015	0.0031
barley_beer	nutrition	220	water_safety	0.015	0.003
dung_cake_fuel	ecology	220	timber_pressure	-0.03	-0.0216
tens_sixties_bundling	knowledge	220	standardization	0.0082	0.0036
tens_sixties_bundling	knowledge	220	state_capacity	0.002	0.0008
wedge_and_fire_quarrying	infrastructure	220	construction_rate	0.0022	0.0005
childhood_illness_recognition	demography	222	disease_exposure	-0.02	-0.0013
childhood_illness_recognition	demography	222	knowledge_preservation	0.0051	0.0024
childhood_illness_recognition	demography	222	neonatal_survival	0.03	0.0062
outbreak_burial_protocols	health	222	disease_exposure	-0.03	-0.0019
outbreak_burial_protocols	health	222	health_protection	0.019	0.0022
kin_fostering_networks	demography	224	cohesion	0.0151	0.0032
kin_fostering_networks	demography	224	fatigue	-0.02	-0.0027
kin_fostering_networks	demography	224	neonatal_survival	0.008	0.0017
kin_fostering_networks	demography	224	task_coordination	0.0056	0.0011
coordinated_retreat_drill	security	225	injury_risk	-0.0189	-0.0033
coordinated_retreat_drill	security	225	security_efficiency	0.0144	0.0062
craft_quarters	labor	225	craft_output	0.006	0.0021
craft_quarters	labor	225	labor_efficiency	0.0022	0.0003
faience	production	225	craft_output	0.006	0.0021
faience	production	225	legitimacy	0.003	0.0021
faience	production	225	trade_capacity	0.018	0.0052
impressed_number_tablets	knowledge	225	knowledge_preservation	0.028	0.013
impressed_number_tablets	knowledge	225	state_capacity	0.013	0.0049
naming_day_rites	culture	225	cohesion	0.004	0.0009
naming_day_rites	culture	225	legitimacy	0.002	0.0014
public_grievance_hearings	institutions	225	cohesion	0.0026	0.0006
public_grievance_hearings	institutions	225	legitimacy	0.003	0.0021
replanting_after_clearance	ecology	225	ecology_recovery	0.0202	0.0043
solid_wheel_assembly	logistics	225	construction_rate	0.02	0.0041
solid_wheel_assembly	logistics	225	haul_capacity	0.0284	0.0069
solid_wheel_assembly	logistics	225	route_speed	0.0054	0.0039
burn_treatment_protocols	health	226	disease_exposure	-0.01	-0.0006
burn_treatment_protocols	health	226	health_protection	0.019	0.0022
burn_treatment_protocols	health	226	injury_risk	-0.0283	-0.005
hemorrhage_control_herbs	demography	226	health_protection	0.019	0.0022
hemorrhage_control_herbs	demography	226	injury_risk	-0.0094	-0.0016
hemorrhage_control_herbs	demography	226	maternal_safety	0.04	0.0099
seasonal_diet_diversification	nutrition	226	food_storage	0.015	0.0031
seasonal_diet_diversification	nutrition	226	nutrition_quality	0.03	0.0052
grazing_rotation_customs	ecology	228	ecological_pressure	-0.0301	-0.0087
grazing_rotation_customs	ecology	228	ecology_recovery	0.0202	0.0043
layered_pit_storage	nutrition	228	storage_loss	-0.03	-0.0063
multigenerational_household_norms	demography	228	cohesion	0.01	0.0021
multigenerational_household_norms	demography	228	housing_output	0.03	0.0124
wooden_axle_shaping	logistics	228	haul_capacity	0.0071	0.0017
convalescent_care_rotations	health	229	cohesion	0.0051	0.0011
convalescent_care_rotations	health	229	fatigue	-0.02	-0.0027
convalescent_care_rotations	health	229	health_protection	0.0284	0.0033
gate_watchtowers	security	230	security_efficiency	0.0192	0.0083
seasonal_news_gathering	knowledge	230	knowledge_preservation	0.0022	0.001
seasonal_news_gathering	knowledge	230	task_coordination	0.002	0.0004
wheel_thrown_pottery	production	230	container_capacity	0.04	0.0347
wheel_thrown_pottery	production	230	craft_output	0.012	0.0041
wheel_thrown_pottery	production	230	labor_efficiency	0.0022	0.0003
wheel_thrown_pottery	production	230	standardization	0.018	0.0079
field_rest_scheduling	nutrition	232	soil_productivity	0.03	0.022
linchpin_retention	logistics	232	haul_capacity	0.0047	0.0011
timber_stand_reserves	ecology	232	timber_pressure	-0.03	-0.0216
clay_pipe_forming	infrastructure	235	disease_exposure	-0.02	-0.0013
clay_pipe_forming	infrastructure	235	sanitation	0.024	0.0129
mould_made_bowls	production	235	container_capacity	0.02	0.0174
mould_made_bowls	production	235	craft_output	0.006	0.0021
mould_made_bowls	production	235	standardization	0.024	0.0105
mould_made_bowls	production	235	state_capacity	0.003	0.0011
specialist_rotation_ladders	labor	235	craft_output	0.02	0.0069
specialist_rotation_ladders	labor	235	labor_efficiency	0.0196	0.0025
trade_colonies	logistics	235	trade_capacity	0.04	0.0115
kiln_smoke_venting_customs	ecology	238	pollution	-0.0223	-0.0036
alarm_relay_customs	security	240	disaster_risk	-0.009	-0.0009
alarm_relay_customs	security	240	security_efficiency	0.0144	0.0062
cart_bed_framing	logistics	240	construction_rate	0.02	0.0041
cart_bed_framing	logistics	240	haul_capacity	0.0379	0.0092
cart_bed_framing	logistics	240	labor_efficiency	0.02	0.0025
cart_bed_framing	logistics	240	route_speed	0.0108	0.0077
course_leveling_practice	infrastructure	240	construction_rate	0.03	0.0062
crew_handoffs	labor	240	storage_loss	-0.025	-0.0052
crew_handoffs	labor	240	task_coordination	0.07	0.0134
regional_arbitration_circuits	institutions	240	cohesion	0.0026	0.0006
regional_arbitration_circuits	institutions	240	state_capacity	0.0066	0.0025
rod_and_cord_leveling	knowledge	240	construction_rate	0.02	0.0041
rod_and_cord_leveling	knowledge	240	survey_speed	0.03	0.023
seasonal_commemoration_rites	culture	240	cohesion	0.0026	0.0006
seasonal_commemoration_rites	culture	240	knowledge_preservation	0.0048	0.0022
cargo_stowage_sequencing	logistics	242	haul_capacity	0.0095	0.0023
cargo_stowage_sequencing	logistics	242	logistics_endurance	0.02	0.0096
ground_bearing_assessment	infrastructure	242	construction_rate	0.02	0.0041
ground_bearing_assessment	infrastructure	242	disaster_risk	-0.0133	-0.0013
attention_priority_signals	knowledge	245	labor_efficiency	0.007	0.0009
attention_priority_signals	knowledge	245	task_coordination	0.0026	0.0005
dried_fruit_cakes	nutrition	245	food_storage	0.02	0.0041
dried_fruit_cakes	nutrition	245	logistics_endurance	0.01	0.0048
fly_protection	health	245	disease_exposure	-0.012	-0.0008
fly_protection	health	245	food_spoilage	-0.01	-0.006
fly_protection	health	245	neonatal_survival	0.01	0.0021
fly_protection	health	245	sanitation	0.01	0.0054
formal_oath_taking	institutions	245	legitimacy	0.003	0.0021
formal_oath_taking	institutions	245	state_capacity	0.002	0.0008
post_disaster_damage_survey	infrastructure	245	disaster_risk	-0.0178	-0.0018
post_disaster_damage_survey	infrastructure	245	state_capacity	0.0124	0.0047
storage_humidity_judging	logistics	245	food_spoilage	-0.02	-0.012
storage_humidity_judging	logistics	245	storage_loss	-0.02	-0.0042
tube_drilled_stone_vessels	production	245	craft_output	0.003	0.001
tube_drilled_stone_vessels	production	245	trade_capacity	0.006	0.0017
capacity_ledgers	labor	248	knowledge_preservation	0.0051	0.0024
capacity_ledgers	labor	248	labor_efficiency	0.0131	0.0016
capacity_ledgers	labor	248	task_coordination	0.0056	0.0011
market_timing_knowledge	logistics	248	logistics_endurance	0.01	0.0048
market_timing_knowledge	logistics	248	trade_capacity	0.02	0.0058
runoff_grade_reading	infrastructure	248	disaster_risk	-0.0133	-0.0013
night_gate_challenge	security	250	security_efficiency	0.0144	0.0044
protective_birth_amulets	demography	250	cohesion	0.008	0.0029
protective_birth_amulets	demography	250	legitimacy	0.003	0.0013
protective_birth_amulets	demography	250	maternal_safety	0.004	0.0005
public_debate_custom	culture	250	knowledge_preservation	0.0048	0.0008
public_debate_custom	culture	250	legitimacy	0.002	0.0009
silver_cupellation	production	250	state_capacity	0.006	0.001
silver_cupellation	production	250	trade_capacity	0.024	0.0055
waterlogging_recognition	ecology	250	cultivation_yield	0.01	0.0078
waterlogging_recognition	ecology	250	disease_exposure	-0.005	-0.0013
waterlogging_recognition	ecology	250	soil_productivity	0.02	0.0088
crossing_point_survey	logistics	252	injury_risk	-0.0142	-0.0022
